rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2019,Honda,Odyssey,Touring 3.5 V6 POWER! LEATHER! SUNROOF!,1,25977,No change noted,Unchanged for 2 weeks,2,25977,25977,0,0,139225,Unknown,Gasoline,Unknown,N/A,Auto Avenue - 17th Ave,Dealer,"1739 51 ST SE, Calgary, AB, T2A 1T2","Calgary, AB",151,address,385fa608-7219-4ab0-add0-74f015019467,https://www.autotrader.ca/offers/honda-odyssey-touring-3-5-v6-power-leather-sunroof-gasoline-cat_ma31gr200642tr11947-385fa608-7219-4ab0-add0-74f015019467,0.563992133071077,AutoTrader
2,2018,Honda,Odyssey,EX,1,25950,No change noted,Unchanged for 3 weeks,3,25950,25950,0,0,143185,Unknown,Gasoline,Accident reported,N/A,Cardeals4u,Dealer,"5090 26th Ave SE, Calgary, AB, T2B 2Y9","Calgary, AB",149,city_center,40474cbb-3497-45ff-b958-43f984b3d246,https://www.autotrader.ca/offers/honda-odyssey-ex-gasoline-grey-cat_ma31gr200642-40474cbb-3497-45ff-b958-43f984b3d246,0.5668448791608226,AutoTrader
3,2018,Honda,Odyssey,"EX *LOW KMS, 8 PASSENGER SEATING, HEATED FRONT SEA",1,30490,No change noted,Down $5 over 3 weeks,3,30495,30490,0,-5,98293,3.5L,Gasoline,Accident reported,N/A,GO AUTO OUTLET SOUTH,Dealer,"2262 Sparrow Dr, Nisku, AB, T9E 8A2","Nisku, AB",129,address,b594a8ea-528b-49f8-93ec-c093a6827e6b,https://www.autotrader.ca/offers/honda-odyssey-ex-low-kms-8-passenger-seating-heated-front-sea-gasoline-grey-cat_ma31gr200642tr11789-b594a8ea-528b-49f8-93ec-c093a6827e6b,0.5692502147390728,AutoTrader
4,2018,Honda,Odyssey,EX-L RES Auto | Leather Moonroof,1,25888,No change noted,"Down $1,000 over 5 weeks",5,26888,25888,0,-1000,147554,3.5L,Gasoline,Unknown,N/A,West End Nissan,Dealer,"18010 Stony Plain Road, EDMONTON, AB, T5S 1N4","EDMONTON, AB",163,address,1643936b-73ac-4d3e-8a9a-e746a4023eb0,https://www.autotrader.ca/offers/honda-odyssey-ex-l-res-auto-leather-moonroof-gasoline-grey-cat_ma31gr200642tr13181-1643936b-73ac-4d3e-8a9a-e746a4023eb0,0.5727169945008016,AutoTrader
5,2019,Honda,Odyssey,EX *HEATED SEATS/ WHEEL/ POWER LIFT GATE/ CLEAN CA,1,32995,No change noted,Unchanged for 2 weeks,2,32995,32995,0,0,82263,3.5L,Gasoline,Accident reported,N/A,GO AUTO OUTLET SOUTH,Dealer,"2262 Sparrow Dr, Nisku, AB, T9E 8A2","Nisku, AB",129,address,2fb7f61c-246a-4787-a687-5ecff597ae47,https://www.autotrader.ca/offers/honda-odyssey-ex-heated-seats-wheel-power-lift-gate-clean-ca-gasoline-grey-cat_ma31gr200642tr11789-2fb7f61c-246a-4787-a687-5ecff597ae47,0.5803830644475291,AutoTrader
6,2018,Honda,Odyssey,EXL Sunroof Nav Driver Alerts Power Doors Heated L,1,25998,No change noted,"Down $1,800 over 6 weeks",6,27798,25998,0,-1800,164543,3.5L,Gasoline,Unknown,N/A,Parkland Chrysler Dodge Jeep Ram,Dealer,"200 St. Matthews Ave, SPRUCE GROVE, AB, T7X 3A6","SPRUCE GROVE, AB",172,address,3a4e2d8c-001e-4bb7-9a8d-fe9669f486d1,https://www.autotrader.ca/offers/honda-odyssey-exl-sunroof-nav-driver-alerts-power-doors-heated-l-gasoline-grey-cat_ma31gr200642tr13180-3a4e2d8c-001e-4bb7-9a8d-fe9669f486d1,0.5905460814264767,AutoTrader
7,2019,Honda,Odyssey,EXL BACKUP CAMERA HEATED LEATHER SEATS SUNROOF THI,1,23988,No change noted,Unchanged for 4 weeks,4,23988,23988,0,0,204649,3.5L,Gasoline,Unknown,N/A,Auto House,Dealer,"2404 23rd Ave NE, CALGARY, AB, T2E8J4","CALGARY, AB",149,city_center,a663325f-59ec-4ff2-944b-ba988b6d472a,https://www.autotrader.ca/offers/honda-odyssey-exl-backup-camera-heated-leather-seats-sunroof-thi-gasoline-white-cat_ma31gr200642tr13180-a663325f-59ec-4ff2-944b-ba988b6d472a,0.6013767316583276,AutoTrader
8,2023,Honda,Odyssey,EX-L Auto | 8.Seater | Leather | Carplay | B.Camer,1,39995,No change noted,Unchanged for 4 weeks,4,39995,39995,0,0,26298,Unknown,Gasoline,Accident reported,N/A,Southview Motors Inc.,Dealer,"3419 17th Avenue SE, CALGARY, AB, T2A0R3","CALGARY, AB",149,city_center,c666a474-27c9-432d-9ab8-e6756cdf018c,https://www.autotrader.ca/offers/honda-odyssey-ex-l-auto-8-seater-leather-carplay-b-camer-gasoline-grey-cat_ma31gr200642tr11789-c666a474-27c9-432d-9ab8-e6756cdf018c,0.6053784563272454,AutoTrader
9,2019,Honda,Odyssey,EX-L w/Sunroof/Rear DVD/Heated Leather/Dual Pwr Sl,1,29980,No change noted,Unchanged for 5 weeks,5,29980,29980,0,0,147380,3.5L,Gasoline,Unknown,N/A,Schwab Chevrolet Buick GMC,Dealer,"6503 Sparrow Drive, LEDUC, AB, T9E7C7","LEDUC, AB",123,address,c0d1a2f3-1658-4548-bacb-0add9250a2ae,https://www.autotrader.ca/offers/honda-odyssey-ex-l-w-sunroof-rear-dvd-heated-leather-dual-pwr-sl-gasoline-blue-cat_ma31gr200642-c0d1a2f3-1658-4548-bacb-0add9250a2ae,0.6063774108311895,AutoTrader
10,2022,Honda,Odyssey,EX,1,38888,No change noted,Unchanged for 3 weeks,3,38888,38888,0,0,83031,Unknown,Gasoline,Unknown,N/A,Adrenalin Motors,Dealer,"342 Laura Avenue, Red Deer, AB, T4E 0A5","Red Deer, AB",8,address,22fa0934-9576-4089-9a1e-27731baf2c8a,https://www.autotrader.ca/offers/honda-odyssey-ex-gasoline-cat_ma31gr200642tr13184-22fa0934-9576-4089-9a1e-27731baf2c8a,0.6178278145707486,AutoTrader
