rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2019,Honda,Odyssey,Touring 3.5 V6 POWER! LEATHER! SUNROOF!,1,25977,No change noted,First seen this week,0,25977,25977,0,0,139225,Unknown,Gasoline,Unknown,N/A,Auto Avenue - 17th Street,Dealer,"1739 51 ST SE, Calgary, AB, T2A 1T2","Calgary, AB",151,address,385fa608-7219-4ab0-add0-74f015019467,https://www.autotrader.ca/offers/honda-odyssey-touring-3-5-v6-power-leather-sunroof-gasoline-cat_ma31gr200642tr11947-385fa608-7219-4ab0-add0-74f015019467,0.563992133071077,AutoTrader
2,2019,Honda,Odyssey,EX  - Sunroof -  Apple CarPlay,1,29995,No change noted,Unchanged for 1 weeks,1,29995,29995,0,0,118500,3.5L,Gasoline,No accidents reported,N/A,Legacy Auto Super Centre,Dealer,"4120 56 Street, Wetaskiwin, AB, T9A 1V3","Wetaskiwin, AB",100,address,43bddd8b-e2fb-49c5-9a94-c3b0886fd76d,https://www.autotrader.ca/offers/honda-odyssey-ex-sunroof-apple-carplay-gasoline-white-cat_ma31gr200642-43bddd8b-e2fb-49c5-9a94-c3b0886fd76d,0.5766607858087744,AutoTrader
3,2020,Honda,Odyssey,"One Owner, No Accidents, Clean vehicle!",1,31995,No change noted,"Down $2,000 over 2 weeks",2,33995,33995,-2000,-2000,96198,3.5L,Gasoline,No accidents reported,N/A,Go Airdrie Honda,Dealer,"2971 Main Street SW, AIRDRIE, AB, T4B 3G5","AIRDRIE, AB",118,city_center,69d84eea-bcf5-4688-8d38-a1228cc9655f,https://www.autotrader.ca/offers/honda-odyssey-one-owner-no-accidents-clean-vehicle-gasoline-silver-cat_ma31gr200642-69d84eea-bcf5-4688-8d38-a1228cc9655f,0.5805326797549804,AutoTrader
4,2018,Honda,Odyssey,TOURING | LOADED!,1,28900,No change noted,First seen this week,0,28900,28900,0,0,120222,3.5L,Gasoline,Unknown,N/A,Norden Volkswagen,Dealer,"14703-137 ave, EDMONTON, AB, T5S 1A4","EDMONTON, AB",174,address,c0bf766e-e450-4b61-8cc0-9e19e021807e,https://www.autotrader.ca/offers/honda-odyssey-touring-loaded-gasoline-white-cat_ma31gr200642tr11947-c0bf766e-e450-4b61-8cc0-9e19e021807e,0.5810477640967125,AutoTrader
5,2018,Honda,Odyssey,,1,25988,No change noted,First seen this week,0,25988,25988,0,0,169310,3.5L,Gasoline,Unknown,N/A,Calgary H. Ltd O/A T&T Honda,Dealer,"888 Meridian Road NE, CALGARY, AB, T2A 2N8","CALGARY, AB",146,address,32e47b85-99cd-4c6b-a9cf-a3eddf48176a,https://www.autotrader.ca/offers/honda-odyssey-gasoline-blue-cat_ma31gr200642-32e47b85-99cd-4c6b-a9cf-a3eddf48176a,0.5897672983865746,AutoTrader
6,2018,Honda,Odyssey,Touring,1,30500,No change noted,Down $487 over 1 weeks,1,30987,30987,-487,-487,121607,Unknown,Gasoline,Unknown,N/A,North Edmonton Kia,Dealer,"13634 St. Albert Trail NW, Edmonton, AB, T5L 4P3","Edmonton, AB",175,address,0002469a-a2c6-4d71-a732-a9c08b91921d,https://www.autotrader.ca/offers/honda-odyssey-touring-gasoline-cat_ma31gr200642tr11947-0002469a-a2c6-4d71-a732-a9c08b91921d,0.5986259749026864,AutoTrader
7,2019,Honda,Odyssey,EXL BACKUP CAMERA HEATED LEATHER SEATS SUNROOF THI,1,23988,No change noted,Unchanged for 1 weeks,1,23988,23988,0,0,204649,3.5L,Gasoline,Unknown,N/A,Auto House,Dealer,"2404 23rd Ave NE, CALGARY, AB, T2E8J4","CALGARY, AB",149,city_center,a663325f-59ec-4ff2-944b-ba988b6d472a,https://www.autotrader.ca/offers/honda-odyssey-exl-backup-camera-heated-leather-seats-sunroof-thi-gasoline-white-cat_ma31gr200642tr13180-a663325f-59ec-4ff2-944b-ba988b6d472a,0.6013767316583276,AutoTrader
8,2020,Honda,Odyssey,EX-L RES *Leather Interior/Great Family Van*,1,34999,No change noted,"Down $1,501 over 3 weeks",3,36500,35222,-223,-1501,85717,3.5L,Gasoline,Unknown,N/A,GO AUTO OUTLET SOUTH,Dealer,"2262 Sparrow Dr, Nisku, AB, T9E 8A2","Nisku, AB",129,address,1d7f4bbf-fe7d-4d58-8474-249edcb86c5a,https://www.autotrader.ca/offers/honda-odyssey-ex-l-res-leather-interior-great-family-van-gasoline-silver-cat_ma31gr200642tr13181-1d7f4bbf-fe7d-4d58-8474-249edcb86c5a,0.6036844627144708,AutoTrader
9,2023,Honda,Odyssey,EX-L Auto | 8.Seater | Leather | Carplay | B.Camer,1,39995,No change noted,Unchanged for 1 weeks,1,39995,39995,0,0,26298,Unknown,Gasoline,Accident reported,N/A,Southview Motors Inc.,Dealer,"3419 17th Avenue SE, CALGARY, AB, T2A0R3","CALGARY, AB",149,city_center,c666a474-27c9-432d-9ab8-e6756cdf018c,https://www.autotrader.ca/offers/honda-odyssey-ex-l-auto-8-seater-leather-carplay-b-camer-gasoline-grey-cat_ma31gr200642tr11789-c666a474-27c9-432d-9ab8-e6756cdf018c,0.6053784563272454,AutoTrader
10,2019,Honda,Odyssey,EX-L w/Sunroof/Rear DVD/Heated Leather/Dual Pwr Sl,1,29980,No change noted,Unchanged for 1 weeks,1,29980,29980,0,0,147380,3.5L,Gasoline,Unknown,N/A,Schwab Chevrolet Buick GMC,Dealer,"6503 Sparrow Drive, LEDUC, AB, T9E7C7","LEDUC, AB",123,address,c0d1a2f3-1658-4548-bacb-0add9250a2ae,https://www.autotrader.ca/offers/honda-odyssey-ex-l-w-sunroof-rear-dvd-heated-leather-dual-pwr-sl-gasoline-blue-cat_ma31gr200642-c0d1a2f3-1658-4548-bacb-0add9250a2ae,0.6063774108311895,AutoTrader
