rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2018,Honda,Odyssey,EX *AS-TRADED SPECIAL* Save Thousands!,1,16500,No change noted,First seen this week,0,16500,16500,0,0,216387,Unknown,Gasoline,Unknown,N/A,Infiniti North Calgary,Dealer,"7675 - 110th Ave NW, CALGARY, AB, T3R 1R8","CALGARY, AB",149,city_center,dc0c5b6f-1cc8-4a0e-95fb-afe560aad439,https://www.autotrader.ca/offers/honda-odyssey-ex-as-traded-special-save-thousands-gasoline-grey-cat_ma31gr200642tr11789-dc0c5b6f-1cc8-4a0e-95fb-afe560aad439,0.5381581441731051,AutoTrader
2,2018,Honda,Odyssey,EX Auto,1,19995,No change noted,Unchanged for 2 weeks,2,19995,19995,0,0,180332,3.5L,Gasoline,Unknown,N/A,Double L Motors,Dealer,"1509 - 9 Avenue SE, Calgary, AB, T2G0T6","Calgary, AB",149,address,fb360e5f-1c32-482b-9359-eb06234998f9,https://www.autotrader.ca/offers/honda-odyssey-ex-auto-gasoline-cat_ma31gr200642tr11789-fb360e5f-1c32-482b-9359-eb06234998f9,0.5419441826382511,AutoTrader
3,2018,Honda,Odyssey,EX: APPLE CARPLAY/HEATED SEATS/SUNROOF,1,28786,No change noted,Unchanged for 2 weeks,2,28786,28786,0,0,95230,3.5L,Gasoline,Unknown,N/A,St Albert Honda,Dealer,"875 St Albert Trail, Edmonton, AB, T6X1C4","Edmonton, AB",174,address,0bb97ccd-cf9c-4f3d-abef-e2a2b271c104,https://www.autotrader.ca/offers/honda-odyssey-ex-apple-carplay-heated-seats-sunroof-gasoline-black-cat_ma31gr200642-0bb97ccd-cf9c-4f3d-abef-e2a2b271c104,0.5611732808115674,AutoTrader
4,2019,Honda,Odyssey,EX  - Sunroof -  Apple CarPlay,1,29995,No change noted,First seen this week,0,29995,29995,0,0,118500,3.5L,Gasoline,No accidents reported,N/A,Legacy Auto Super Centre,Dealer,"4120 56 Street, Wetaskiwin, AB, T9A 1V3","Wetaskiwin, AB",101,address,43bddd8b-e2fb-49c5-9a94-c3b0886fd76d,https://www.autotrader.ca/offers/honda-odyssey-ex-sunroof-apple-carplay-gasoline-white-cat_ma31gr200642-43bddd8b-e2fb-49c5-9a94-c3b0886fd76d,0.5801772893958779,AutoTrader
5,2018,Honda,Odyssey,EX-L RES Auto | Leather Moonroof,1,26788,No change noted,Down $100 over 1 weeks,1,26888,26888,-100,-100,147554,3.5L,Gasoline,Unknown,N/A,West End Nissan,Dealer,"18010 Stony Plain Road, EDMONTON, AB, T5S 1N4","EDMONTON, AB",163,address,1643936b-73ac-4d3e-8a9a-e746a4023eb0,https://www.autotrader.ca/offers/honda-odyssey-ex-l-res-auto-leather-moonroof-gasoline-grey-cat_ma31gr200642tr13181-1643936b-73ac-4d3e-8a9a-e746a4023eb0,0.5849564609206657,AutoTrader
6,2019,Honda,Odyssey,"EX EX, 3.5L, ACCIDENT FREE",1,24135,No change noted,Down $200 over 2 weeks,2,24335,24335,-200,-200,179377,3.5L,Gasoline,No accidents reported,N/A,Jack Carter Chevrolet Cadillac Buick GMC,Dealer,"11555 29 St SE, CALGARY, AB, T2Z 0N4","CALGARY, AB",161,address,5b027973-758d-4aa5-8161-036549c8c442,https://www.autotrader.ca/offers/honda-odyssey-ex-ex-3-5l-accident-free-gasoline-silver-cat_ma31gr200642tr11789-5b027973-758d-4aa5-8161-036549c8c442,0.5856403353773143,AutoTrader
7,2019,Honda,Odyssey,"EX-L RES; LEATHER, SUNROOF, BLURAY PLAYER, 8 PASSE",1,26497,No change noted,Unchanged for 2 weeks,2,26497,26497,0,0,162852,3.5L,Gasoline,Unknown,N/A,Toyota on the Trail,Dealer,"5210 Calgary Trail NW, Edmonton, AB, T6H 4J8","Edmonton, AB",147,address,a20bcc05-0bd1-4763-927c-72cc126547b6,https://www.autotrader.ca/offers/honda-odyssey-ex-l-res-leather-sunroof-bluray-player-8-passe-gasoline-blue-cat_ma31gr200642tr13181-a20bcc05-0bd1-4763-927c-72cc126547b6,0.5924653871868101,AutoTrader
8,2019,Honda,Odyssey,EX-L NAVIGATION / NO ACCIDENTS / 2 SETS OF TIRES,1,29999,No change noted,Unchanged for 2 weeks,2,29999,29999,0,0,121000,3.5L,Gasoline,No accidents reported,N/A,Go Honda,Dealer,"10220 184 Street, EDMONTON, AB, T5S 0B9","EDMONTON, AB",163,address,4422596a-792e-45ee-8231-cfdac1f5d441,https://www.autotrader.ca/offers/honda-odyssey-ex-l-navigation-no-accidents-2-sets-of-tires-gasoline-white-cat_ma31gr200642tr13180-4422596a-792e-45ee-8231-cfdac1f5d441,0.5942459649328401,AutoTrader
9,2018,Honda,Odyssey,Touring: AWD/APPLE CARPLAY/POWER LIFTGATE/SUNROOF/,1,29688,No change noted,First seen this week,0,29688,29688,0,0,125155,3.5L,Gasoline,Unknown,N/A,St Albert Honda,Dealer,"875 St Albert Trail, Edmonton, AB, T6X1C4","Edmonton, AB",174,address,bd382976-c4d3-487e-9cd6-8c723b0f0cb1,https://www.autotrader.ca/offers/honda-odyssey-touring-awd-apple-carplay-power-liftgate-sunroof-gasoline-black-cat_ma31gr200642tr11947-bd382976-c4d3-487e-9cd6-8c723b0f0cb1,0.5968428068289111,AutoTrader
10,2018,Honda,Odyssey,EXL Sunroof Nav Driver Alerts Power Doors Heated L,1,26787,No change noted,"Down $1,011 over 2 weeks",2,27798,27798,-1011,-1011,164543,3.5L,Gasoline,Unknown,N/A,Parkland Chrysler Dodge Jeep Ram,Dealer,"200 St. Matthews Ave, SPRUCE GROVE, AB, T7X 3A6","SPRUCE GROVE, AB",172,address,3a4e2d8c-001e-4bb7-9a8d-fe9669f486d1,https://www.autotrader.ca/offers/honda-odyssey-exl-sunroof-nav-driver-alerts-power-doors-heated-l-gasoline-grey-cat_ma31gr200642tr13180-3a4e2d8c-001e-4bb7-9a8d-fe9669f486d1,0.6016855064986202,AutoTrader
