rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2018,Honda,Odyssey,EX: APPLE CARPLAY/HEATED SEATS/SUNROOF,1,28786,No change noted,First seen this week,0,28786,28786,0,0,95230,3.5L,Gasoline,Unknown,N/A,St Albert Honda,Dealer,"875 St Albert Trail, Edmonton, AB, T6X1C4","Edmonton, AB",173,address,0bb97ccd-cf9c-4f3d-abef-e2a2b271c104,https://www.autotrader.ca/offers/honda-odyssey-ex-apple-carplay-heated-seats-sunroof-gasoline-black-cat_ma31gr200642-0bb97ccd-cf9c-4f3d-abef-e2a2b271c104,0.5822590609347452,AutoTrader
2,2018,Honda,Odyssey,EX Auto,1,19995,No change noted,First seen this week,0,19995,19995,0,0,180332,3.5L,Gasoline,Unknown,N/A,Double L Motors,Dealer,"1509 - 9 Avenue SE, Calgary, AB, T2G0T6","Calgary, AB",149,address,fb360e5f-1c32-482b-9359-eb06234998f9,https://www.autotrader.ca/offers/honda-odyssey-ex-auto-gasoline-cat_ma31gr200642tr11789-fb360e5f-1c32-482b-9359-eb06234998f9,0.5823633988853318,AutoTrader
3,2019,Honda,Odyssey,Touring,1,33800,No change noted,First seen this week,0,33800,33800,0,0,62408,3.5L,Gasoline,Unknown,N/A,Happy Corner Auto Ltd.,Dealer,"5707 4 St SE, CALGARY, AB, T2H 1K8","CALGARY, AB",156,address,b185e052-837b-438c-ab15-e4620f1cfafe,https://www.autotrader.ca/offers/honda-odyssey-touring-gasoline-grey-cat_ma31gr200642tr11947-b185e052-837b-438c-ab15-e4620f1cfafe,0.593803173866437,AutoTrader
4,2020,Honda,Odyssey,EX-RES,1,35895,No change noted,First seen this week,0,35895,35895,0,0,73994,3.5L,Gasoline,Accident reported,N/A,Go Airdrie Honda,Dealer,"2971 Main Street SW, AIRDRIE, AB, T4B 3G5","AIRDRIE, AB",118,city_center,a81e3206-b544-4bf3-8c61-4d9655afda29,https://www.autotrader.ca/offers/honda-odyssey-ex-res-gasoline-silver-cat_ma31gr200642tr13184-a81e3206-b544-4bf3-8c61-4d9655afda29,0.6208195315688029,AutoTrader
5,2019,Honda,Odyssey,EX-L NAVIGATION / NO ACCIDENTS / 2 SETS OF TIRES,1,29999,No change noted,First seen this week,0,29999,29999,0,0,121000,3.5L,Gasoline,No accidents reported,N/A,Go Honda,Dealer,"10220 184 Street, EDMONTON, AB, T5S 0B9","EDMONTON, AB",163,address,4422596a-792e-45ee-8231-cfdac1f5d441,https://www.autotrader.ca/offers/honda-odyssey-ex-l-navigation-no-accidents-2-sets-of-tires-gasoline-white-cat_ma31gr200642tr13180-4422596a-792e-45ee-8231-cfdac1f5d441,0.6213210222956778,AutoTrader
6,2019,Honda,Odyssey,EX-L RES,1,37888,No change noted,First seen this week,0,37888,37888,0,0,54068,3.5L,Gasoline,Accident reported,N/A,Wheaton Honda,Dealer,"9688 - 34th Avenue, EDMONTON, AB, T6E 6S9","EDMONTON, AB",154,city_center,5b6789b7-8123-487f-ad73-528501a627df,https://www.autotrader.ca/offers/honda-odyssey-ex-l-res-gasoline-grey-cat_ma31gr200642-5b6789b7-8123-487f-ad73-528501a627df,0.6258966213207922,AutoTrader
7,2020,Honda,Odyssey,"One Owner, No Accidents, Clean vehicle!",1,33995,No change noted,First seen this week,0,33995,33995,0,0,96198,3.5L,Gasoline,No accidents reported,N/A,Go Airdrie Honda,Dealer,"2971 Main Street SW, AIRDRIE, AB, T4B 3G5","AIRDRIE, AB",118,city_center,69d84eea-bcf5-4688-8d38-a1228cc9655f,https://www.autotrader.ca/offers/honda-odyssey-one-owner-no-accidents-clean-vehicle-gasoline-silver-cat_ma31gr200642-69d84eea-bcf5-4688-8d38-a1228cc9655f,0.6260535093676705,AutoTrader
8,2019,Honda,Odyssey,"EX EX, 3.5L, ACCIDENT FREE",1,24335,No change noted,First seen this week,0,24335,24335,0,0,179228,3.5L,Gasoline,No accidents reported,N/A,Jack Carter Chevrolet Cadillac Buick GMC,Dealer,"11555 29 St SE, CALGARY, AB, T2Z 0N4","CALGARY, AB",161,address,5b027973-758d-4aa5-8161-036549c8c442,https://www.autotrader.ca/offers/honda-odyssey-ex-ex-3-5l-accident-free-gasoline-silver-cat_ma31gr200642tr11789-5b027973-758d-4aa5-8161-036549c8c442,0.62771222561587,AutoTrader
9,2019,Honda,Odyssey,"EX-L RES; LEATHER, SUNROOF, BLURAY PLAYER, 8 PASSE",1,26497,No change noted,First seen this week,0,26497,26497,0,0,162852,3.5L,Gasoline,Unknown,N/A,Toyota on the Trail,Dealer,"5210 Calgary Trail NW, Edmonton, AB, T6H 4J8","Edmonton, AB",147,address,a20bcc05-0bd1-4763-927c-72cc126547b6,https://www.autotrader.ca/offers/honda-odyssey-ex-l-res-leather-sunroof-bluray-player-8-passe-gasoline-blue-cat_ma31gr200642tr13181-a20bcc05-0bd1-4763-927c-72cc126547b6,0.6289576688162335,AutoTrader
10,2019,Honda,Odyssey,EX-L Res | LEATHER | APPLE CARPLAY | HEATED SEATS,1,30987,No change noted,First seen this week,0,30987,30987,0,0,118917,3.5L,Gasoline,Accident reported,N/A,North Edmonton Kia,Dealer,"13634 St. Albert Trail NW, Edmonton, AB, T5L 4P3","Edmonton, AB",173,address,83138304-e8c2-4b2a-9208-261faa73516a,https://www.autotrader.ca/offers/honda-odyssey-ex-l-res-leather-apple-carplay-heated-seats-gasoline-black-cat_ma31gr200642tr13181-83138304-e8c2-4b2a-9208-261faa73516a,0.6309932635825507,AutoTrader
