rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2017,Ford,F 150,Lariat,3,26888,No change noted,First seen this week,0,26888,26888,0,0,179935,3.5L,Gasoline,Unknown,N/A,Advantage Ford,Dealer,"12800 Macleod Trail S.E., CALGARY, AB, T2J 7E5","CALGARY, AB",149,city_center,a7c72a7b-298c-4e3a-936a-d73830491819,https://www.autotrader.ca/offers/ford-f-150-lariat-gasoline-red-cat_ma29gr16518tr11275-a7c72a7b-298c-4e3a-936a-d73830491819,0.28887569584248785,AutoTrader
2,2019,Ford,F 150,Lariat SuperCrew | Longbox | Twin Panel Moonroof,3,28975,No change noted,Down $820 over 5 weeks,5,29795,29595,-620,-820,159201,3.5L,Gasoline,Accident reported,N/A,Courtesy Chrysler Dodge Jeep Ram,Dealer,"125 Glendeer Circle S.E., CALGARY, AB, T2H 2S8","CALGARY, AB",149,city_center,23effe0e-bdfb-4727-84dc-b943819c4772,https://www.autotrader.ca/offers/ford-f-150-lariat-supercrew-longbox-twin-panel-moonroof-gasoline-white-cat_ma29gr16518tr11275-23effe0e-bdfb-4727-84dc-b943819c4772,0.3020233870665513,AutoTrader
3,2021,Ford,F 150,LARIAT | 5.5 BED | MAX TOW PKG | FX4 PKG | MECHANI,3,27990,No change noted,First seen this week,0,27990,27990,0,0,218467,5.0L,Gasoline,Unknown,N/A,Universal Ford Lincoln,Dealer,"2800 Barlow Trail, Calgary, AB, T1Y1A2","Calgary, AB",163,address,d86a7baf-57a2-4e0a-a09d-04241ce908c9,https://www.autotrader.ca/offers/ford-f-150-lariat-5-5-bed-max-tow-pkg-fx4-pkg-mechani-gasoline-white-cat_ma29gr16518tr11275-d86a7baf-57a2-4e0a-a09d-04241ce908c9,0.3085749968116553,AutoTrader
4,2016,Ford,F 150,Lariat - 4x4 - 501A - FX4 - SK TRUCK,3,18999,No change noted,Unchanged for 5 weeks,5,18999,18999,0,0,248667,3.5L,Gasoline,Unknown,N/A,Saskatoon Auto Connection,Dealer,"139A 105th Street East, SASKATOON, SK, S7N1Z2","SASKATOON, SK",546,address,3accf5e8-8f8a-481d-95f5-fa0c3bb717e8,https://www.autotrader.ca/offers/ford-f-150-lariat-4x4-501a-fx4-sk-truck-gasoline-black-cat_ma29gr16518tr11275-3accf5e8-8f8a-481d-95f5-fa0c3bb717e8,0.3117330886021994,AutoTrader
5,2019,Ford,F 150,"XLT ONE OWNER, FUEL RIMS, AS-IS, 302A, TAILGATE ST",2,21888,No change noted,Down $111 over 3 weeks,3,21999,21588,300,-111,247000,3.5L,Gasoline,Unknown,N/A,Cam Clark Ford Olds,Dealer,"5042 48 th Street, OLDS, AB, T4H 0C6","OLDS, AB",63,city_center,f7b0719c-6348-438f-845f-4d998550cbee,https://www.autotrader.ca/offers/ford-f-150-xlt-one-owner-fuel-rims-as-is-302a-tailgate-st-gasoline-white-cat_ma29gr16518tr11290-f7b0719c-6348-438f-845f-4d998550cbee,0.3197914089060026,AutoTrader
6,2017,Ford,F 150,Lariat 502A | 3.5L V6 | Max Tow | Moonroof,3,30891,No change noted,Down $100 over 3 weeks,3,30991,30991,-100,-100,153288,3.5L,Gasoline,Unknown,N/A,Cochrane GM,Dealer,"2 Westside DR, Cochrane, AB, T4C 1M1","Cochrane, AB",167,city_center,41a8bc50-7284-4c2b-941d-c9ff9287195d,https://www.autotrader.ca/offers/ford-f-150-lariat-502a-3-5l-v6-max-tow-moonroof-gasoline-grey-cat_ma29gr16518-41a8bc50-7284-4c2b-941d-c9ff9287195d,0.3201591483560166,AutoTrader
7,2019,Ford,F 150,LARIAT 4WD SUPERCREW BACKUP CAMERA NAVIGATION PUSH,3,32988,No change noted,"Up $1,000 over 4 weeks",4,31988,32988,0,1000,133990,3.5L,Gasoline,Unknown,N/A,Auto House,Dealer,"2404 23rd Ave NE, CALGARY, AB, T2E8J4","CALGARY, AB",149,city_center,3f068692-f456-4dfb-8b26-82619990cc68,https://www.autotrader.ca/offers/ford-f-150-lariat-4wd-supercrew-backup-camera-navigation-push-gasoline-white-cat_ma29gr16518tr11275-3f068692-f456-4dfb-8b26-82619990cc68,0.33030490054638223,AutoTrader
8,2021,Ford,F 150,4x4 Super Crew XLT FX4 PSeat BCam,3,37882,No change noted,Unchanged for 1 weeks,1,37882,37882,0,0,121581,3.5L,Gasoline,No accidents reported,N/A,Red Deer Motors,Dealer,"6720 Johnstone Dr., RED DEER, AB, T4P 3Y2","RED DEER, AB",5,address,cd5116fd-2a2e-4bb6-9ab1-dc597f53bd7b,https://www.autotrader.ca/offers/ford-f-150-4x4-super-crew-xlt-fx4-pseat-bcam-gasoline-grey-cat_ma29gr16518-cd5116fd-2a2e-4bb6-9ab1-dc597f53bd7b,0.34151498979132544,AutoTrader
9,2020,Ford,F 150,LARIAT| REMOTE START| 5.5' BOX,3,34995,No change noted,Unchanged for 1 weeks,1,34995,34995,0,0,168844,3.5L,Gasoline,Accident reported,N/A,Champion Ford,Dealer,"1 Champion Road, Carstairs, AB, T0M 0N0","Carstairs, AB",91,address,cceceaf6-9796-4cfe-af3b-e4a5581d1dbd,https://www.autotrader.ca/offers/ford-f-150-lariat-remote-start-5-5-box-gasoline-grey-cat_ma29gr16518tr11275-cceceaf6-9796-4cfe-af3b-e4a5581d1dbd,0.34327620840754786,AutoTrader
10,2021,Ford,F 150,LARIAT 4WD SuperCrew 5.5' Box,3,32495,No change noted,Unchanged for 1 weeks,1,32495,32495,0,0,191218,2.7L,Gasoline,No accidents reported,N/A,High River Toyota,Dealer,"901 11 Ave SE, HIGH RIVER, AB, T1V 1P2","HIGH RIVER, AB",209,address,8b4f9de3-4a4f-4e8e-9b0c-03120eefa8e5,https://www.autotrader.ca/offers/ford-f-150-lariat-4wd-supercrew-5-5-box-gasoline-grey-cat_ma29gr16518-8b4f9de3-4a4f-4e8e-9b0c-03120eefa8e5,0.34917519324501156,AutoTrader
11,2023,Ford,F 150,XLT SuperCab 145 | FX4 Pkg | Tow Pkg | SYNC 4,3,37000,No change noted,"Down $1,000 over 3 weeks",3,38000,37000,0,-1000,103044,3.5L,Gasoline,Unknown,N/A,Waterloo Ford,Dealer,"11420 - 107 Ave, Edmonton, AB, T5H 0Y5","Edmonton, AB",155,address,af7bb4c0-537d-43f5-8904-a066edd5cb83,https://www.autotrader.ca/offers/ford-f-150-xlt-supercab-145-fx4-pkg-tow-pkg-sync-4-gasoline-grey-cat_ma29gr16518tr11290-af7bb4c0-537d-43f5-8904-a066edd5cb83,0.3585305297743557,AutoTrader
12,2020,Ford,F 150,XLT Well-Maintained | One-Owner,2,25995,No change noted,First seen this week,0,25995,25995,0,0,163736,2.7L,Gasoline,Accident reported,N/A,Okotoks Ford Lincoln,Dealer,"4 Westland Rd., OKOTOKS, AB, T1S1N1","OKOTOKS, AB",188,address,c8c0ae9a-3b10-4f34-94dc-18f73cc78f8b,https://www.autotrader.ca/offers/ford-f-150-xlt-well-maintained-one-owner-gasoline-red-cat_ma29gr16518tr11290-c8c0ae9a-3b10-4f34-94dc-18f73cc78f8b,0.3604396097945857,AutoTrader
13,2023,Ford,F 150,XLT SuperCab 145 | FX4 Pkg | SYNC 4 | Tow Pkg,3,37000,No change noted,First seen this week,0,37000,37000,0,0,116297,3.5L,Gasoline,Unknown,N/A,Waterloo Ford,Dealer,"11420 - 107 Ave, Edmonton, AB, T5H 0Y5","Edmonton, AB",155,address,c284e059-8fd1-4e24-a0c4-c6bed09df43e,https://www.autotrader.ca/offers/ford-f-150-xlt-supercab-145-fx4-pkg-sync-4-tow-pkg-gasoline-silver-cat_ma29gr16518tr11290-c284e059-8fd1-4e24-a0c4-c6bed09df43e,0.36124342878728866,AutoTrader
14,2020,Ford,F 150,XLT SuperCab 145 | Class IV Hitch | Heavy Duty Sho,2,28500,No change noted,Unchanged for 1 weeks,1,28500,28500,0,0,105905,2.7L,Gasoline,Unknown,N/A,Waterloo Ford,Dealer,"11420 - 107 Ave, Edmonton, AB, T5H 0Y5","Edmonton, AB",155,address,4ceb2b10-5b98-4a93-985c-82ba2ca9e982,https://www.autotrader.ca/offers/ford-f-150-xlt-supercab-145-class-iv-hitch-heavy-duty-sho-gasoline-white-cat_ma29gr16518-4ceb2b10-5b98-4a93-985c-82ba2ca9e982,0.3632816647057514,AutoTrader
15,2021,Ford,F 150,Lariat,3,39395,No change noted,First seen this week,0,39395,39395,0,0,172886,3.5L,Gasoline,Unknown,N/A,MGM Ford Lincoln Sales,Dealer,"3010 - 50th Avenue, RED DEER, AB, T4R 1M5","RED DEER, AB",1,city_center,304f03d1-09b5-468c-bacc-9b5f56013a6f,https://www.autotrader.ca/offers/ford-f-150-lariat-gasoline-black-cat_ma29gr16518tr11275-304f03d1-09b5-468c-bacc-9b5f56013a6f,0.3638747664686445,AutoTrader
16,2017,Ford,F 150,PLATINUM - 2YR/40KM WARRANTY INCLUDED!,3,36777,No change noted,Unchanged for 1 weeks,1,36777,36777,0,0,111120,3.5L,Gasoline,Unknown,N/A,Strathmore Ford,Dealer,"1040 - Westridge Road, Strathmore, AB, T1P 1H8","Strathmore, AB",186,address,ffc5d74f-21b6-4dc4-99cf-0aa77143c17e,https://www.autotrader.ca/offers/ford-f-150-platinum-2yr-40km-warranty-included-gasoline-black-cat_ma29gr16518-ffc5d74f-21b6-4dc4-99cf-0aa77143c17e,0.36414510342734036,AutoTrader
17,2021,Ford,F 150,LARIAT- ECOBOOST- RARE INTERIOR- B&O,3,37900,No change noted,"Down $1,000 over 2 weeks",2,38900,37900,0,-1000,123559,2.7L,Gasoline,Unknown,N/A,GO AUTO OUTLET SOUTH,Dealer,"2262 Sparrow Dr, Nisku, AB, T9E 8A2","Nisku, AB",129,address,45c7c104-667f-4799-a372-343bd2a6730e,https://www.autotrader.ca/offers/ford-f-150-lariat-ecoboost-rare-interior-bo-gasoline-red-cat_ma29gr16518tr11275-45c7c104-667f-4799-a372-343bd2a6730e,0.36534898924445675,AutoTrader
18,2021,Ford,F 150,Lariat 4x4 | Remote Start | Ventilated Seats | Run,3,40988,No change noted,Unchanged for 1 weeks,1,40988,40988,0,0,124348,2.7L,Gasoline,Accident reported,N/A,Kia Red Deer,Dealer,"2949 50 Ave, Red Deer, AB, T4R1H1","Red Deer, AB",3,address,561d57bf-edf1-459c-b71e-690100297460,https://www.autotrader.ca/offers/ford-f-150-lariat-4x4-remote-start-ventilated-seats-run-gasoline-black-cat_ma29gr16518-561d57bf-edf1-459c-b71e-690100297460,0.36758969215371784,AutoTrader
19,2021,Ford,F 150,XLT  w/XTR Pkg!,2,28555,"Reduced from $ 29,777,-","Down $1,222 over 5 weeks",5,29777,28555,0,-1222,155626,2.7L,Gasoline,Accident reported,N/A,DK Ford,Dealer,"6559 Sparrow Drive, LEDUC, AB, T9E7L1","LEDUC, AB",123,address,bb037e16-333a-40bc-a622-e355ae3d34a2,https://www.autotrader.ca/offers/ford-f-150-xlt-w-xtr-pkg-gasoline-white-cat_ma29gr16518tr11290-bb037e16-333a-40bc-a622-e355ae3d34a2,0.36791042218150877,AutoTrader
