rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2012,Ram,3500,Unknown,1,11500,No change noted,"Down $2,000 over 1 weeks",1,13500,13500,-2000,-2000,291803,Unknown,Diesel,Unknown,N/A,Unknown,Private,"Camrose, AB","Camrose, AB",141,address,1738984143,https://www.kijiji.ca/v-cars-trucks/strathcona-county/2012-dodge-ram-3500/1738984143,0.44112269278891614,Kijiji
2,2014,Ram,3500,slt,2,28900,No change noted,Unchanged for 5 weeks,5,28900,28900,0,0,1,Unknown,Diesel,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",154,address,1724485397,https://www.kijiji.ca/v-cars-trucks/edmonton/2014-dodge-ram-3500-4x4-diesel-under-hood-v-mac-compressor/1724485397,0.4484373683106164,Kijiji
3,2013,Ram,3500,slt,2,12999,No change noted,Unchanged for 5 weeks,5,12999,12999,0,0,458415,Unknown,Diesel,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",154,address,1736817720,https://www.kijiji.ca/v-cars-trucks/edmonton/2013-ram-3500-4x4-crew-cab-slt-diesel/1736817720,0.45913931297709926,Kijiji
4,2012,Ram,3500,laramie,3,25000,No change noted,Unchanged for 5 weeks,5,25000,25000,0,0,306000,Unknown,Diesel,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1736421187,https://www.kijiji.ca/v-cars-trucks/calgary/2012-ram-laramie-3500/1736421187,0.4595576469564759,Kijiji
5,2014,Ram,3500,slt,2,16999,No change noted,"Down $1,000 over 5 weeks",5,17999,16999,0,-1000,407415,Unknown,Diesel,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",154,address,1727554523,https://www.kijiji.ca/v-cars-trucks/edmonton/2014-ram-3500-4x4-crew-cab-slt-longbox-diesel/1727554523,0.484507779790545,Kijiji
6,2012,Ram,3500,limited,3,29999,No change noted,Unchanged for 1 weeks,1,29999,29999,0,0,233409,Unknown,Diesel,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",154,address,1739012066,https://www.kijiji.ca/v-cars-trucks/edmonton/2012-ram-ram-3500-4wd-crewcab-limited/1739012066,0.4883533205591249,Kijiji
7,2012,Ram,3500,slt,2,25000,No change noted,"Down $3,500 over 5 weeks",5,28500,25000,0,-3500,224500,Unknown,Diesel,Unknown,N/A,Unknown,Private,"Edmonton, AB","Edmonton, AB",154,address,1734915518,https://www.kijiji.ca/v-cars-trucks/edmonton/2012-ram-slt-3500-dually/1734915518,0.4999545447306102,Kijiji
8,2013,Ram,3500,laramie,3,33590,No change noted,Unchanged for 5 weeks,5,33590,33590,0,0,194067,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,"Camrose, AB","Camrose, AB",141,address,1733286475,https://www.kijiji.ca/v-cars-trucks/strathcona-county/2013-ram-3500-laramie-6-7l/1733286475,0.5114580447236103,Kijiji
9,2014,Ram,3500,limited,3,33988,No change noted,"Down $1,811 over 5 weeks",5,35799,33988,0,-1811,197512,Unknown,Diesel,No accidents reported,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1737084285,https://www.kijiji.ca/v-cars-trucks/calgary/2014-ram-3500-4wd-crew-cab-149-limited/1737084285,0.5192258624380809,Kijiji
10,2014,Ram,3500,Unknown,1,19500,No change noted,Unchanged for 2 weeks,2,19500,19500,0,0,263000,Unknown,Diesel,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1738343420,https://www.kijiji.ca/v-cars-trucks/calgary/2014-dodge-3500-diesel/1738343420,0.525321162859876,Kijiji
11,2013,Ram,3500,slt,2,28500,No change noted,Unchanged for 5 weeks,5,28500,28500,0,0,211280,Unknown,Diesel,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1737245945,https://www.kijiji.ca/v-cars-trucks/calgary/2013-ram-3500-slt-diesel-mechanics-special-heated-seats/1737245945,0.5348993133504639,Kijiji
12,2013,Ram,3500,slt,2,27500,No change noted,Unchanged for 2 weeks,2,27500,27500,0,0,237154,Unknown,Diesel,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",154,address,1738555643,https://www.kijiji.ca/v-cars-trucks/edmonton/2013-ram-3500-slt-rear-cam-bluetooth-touch-display/1738555643,0.5352372112476931,Kijiji
13,2012,Ram,3500,laramie,3,27500,No change noted,Unchanged for 1 weeks,1,27500,27500,0,0,309000,Unknown,Diesel,Unknown,N/A,Unknown,Private,"Medicine Hat, AB","Medicine Hat, AB",406,address,1739104007,https://www.kijiji.ca/v-cars-trucks/lethbridge/very-clean-dodge-cummins-3500/1739104007,0.5396742109395454,Kijiji
14,2013,Ram,3500,laramie,3,30000,No change noted,Unchanged for 5 weeks,5,30000,30000,0,0,436000,Unknown,Diesel,Unknown,N/A,Unknown,Private,"Red Deer, AB","Red Deer, AB",1,address,1737895413,https://www.kijiji.ca/v-cars-trucks/penticton/2013-ram-3500-laramie/1737895413,0.5475543484305025,Kijiji
15,2012,Ram,3500,slt,2,24500,No change noted,Unchanged for 1 weeks,1,24500,24500,0,0,349000,Unknown,Diesel,No accidents reported,N/A,Unknown,Private,"Edmonton, AB","Edmonton, AB",154,address,1739221564,https://www.kijiji.ca/v-cars-trucks/edmonton/2012-ram-3500-slt-long-box-diesel-no-tax/1739221564,0.5483197580977869,Kijiji
16,2014,Ram,3500,laramie,3,38000,No change noted,Unchanged for 1 weeks,1,38000,38000,0,0,238000,Unknown,Diesel,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1739139237,https://www.kijiji.ca/v-cars-trucks/calgary/2014-dodge-ram-3500-pending/1739139237,0.5846521106442447,Kijiji
17,2014,Ram,3500,limited,3,39999,No change noted,Unchanged for 1 weeks,1,39999,39999,0,0,186972,Unknown,Diesel,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",154,address,1739012064,https://www.kijiji.ca/v-cars-trucks/edmonton/2014-ram-ram-3500-dually-4wd-crewcab-limited/1739012064,0.5871411313543962,Kijiji
18,2014,Ram,3500,laramie,3,34995,No change noted,First seen this week,0,34995,34995,0,0,248660,Unknown,Diesel,Unknown,N/A,Unknown,Private,"Lethbridge, AB","Lethbridge, AB",354,address,1739313522,https://www.kijiji.ca/v-cars-trucks/vernon/2014-ram-3500-laramie-leather-seats-bluetooth/1739313522,0.5926512461992843,Kijiji
19,2012,Ram,3500,laramie,3,36000,No change noted,"Down $3,000 over 5 weeks",5,39000,36000,0,-3000,327500,Unknown,Diesel,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1737991173,https://www.kijiji.ca/v-cars-trucks/calgary/2012-ram-3500-diesel-6-7-cummins-4x4-and-28-5-citation-supreme/1737991173,0.5998901747190615,Kijiji
20,2012,Ram,3500,Unknown,1,22500,No change noted,Unchanged for 1 weeks,1,22500,22500,0,0,358648,Unknown,Diesel,Unknown,N/A,Unknown,Private,"Edmonton, AB","Edmonton, AB",154,address,1739219981,https://www.kijiji.ca/v-cars-trucks/edmonton/2012-dodge-ram-3500-long-box/1739219981,0.6037195206336051,Kijiji
21,2012,Ram,3500,laramie,3,42000,No change noted,First seen this week,0,42000,42000,0,0,194000,Unknown,Diesel,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1739252769,https://www.kijiji.ca/v-cars-trucks/calgary/2012-ram-laramie-g56/1739252769,0.6130745787447338,Kijiji
22,2013,Ram,3500,longhorn,3,27500,No change noted,"Down $2,499 over 5 weeks",5,29999,27500,0,-2499,398933,6.7L,Diesel,Unknown,N/A,Unknown,Private,"Swift Current, SK","Swift Current, SK",628,address,1724378591,https://www.kijiji.ca/v-cars-trucks/moose-jaw/2013-ram-3500-longhorn-deleted-6-7l-cummins-diesel-heated/1724378591,0.6212771228315249,Kijiji
23,2014,Ram,3500,laramie,3,27900,No change noted,Unchanged for 5 weeks,5,27900,27900,0,0,380000,6.7L,Diesel,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",786,address,1735300664,https://www.kijiji.ca/v-cars-trucks/winnipeg/safetied-2014-ram-3500-laramie-6-7l-cummins-turbo-diesel/1735300664,0.6479314984394988,Kijiji
24,2013,Ram,3500,st,1,31999,No change noted,Unchanged for 4 weeks,4,31999,31999,0,0,189213,Unknown,Diesel,Unknown,N/A,Unknown,Dealer,"Medicine Hat, AB","Medicine Hat, AB",406,address,1736752371,https://www.kijiji.ca/v-cars-trucks/lethbridge/2013-ram-3500-st-dually-cummins-turbo-diesel/1736752371,0.6909723558674881,Kijiji
25,2014,Ram,3500,Unknown,1,35000,No change noted,Unchanged for 1 weeks,1,35000,35000,0,0,247000,Unknown,Diesel,Unknown,N/A,Unknown,Private,"Camrose, AB","Camrose, AB",141,address,1738934944,https://www.kijiji.ca/v-cars-trucks/st-albert/2014-ram-3500-6-7-cummins/1738934944,0.7013376804560487,Kijiji
26,2012,Ram,3500,Unknown,1,38000,No change noted,"Down $5,000 over 2 weeks",2,43000,38000,0,-5000,260000,Unknown,Diesel,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",786,address,1738201492,https://www.kijiji.ca/v-cars-trucks/winnipeg/2012-dodge-larime-mega-cab/1738201492,0.8658152858997072,Kijiji
