rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2014,Ram,3500,slt,2,28900,No change noted,Unchanged for 4 weeks,4,28900,28900,0,0,1,Unknown,Diesel,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",154,address,1724485397,https://www.kijiji.ca/v-cars-trucks/edmonton/2014-dodge-ram-3500-4x4-diesel-under-hood-v-mac-compressor/1724485397,0.4656487807387843,Kijiji
2,2013,Ram,3500,slt,2,12999,No change noted,Unchanged for 4 weeks,4,12999,12999,0,0,458415,Unknown,Diesel,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",154,address,1736817720,https://www.kijiji.ca/v-cars-trucks/edmonton/2013-ram-3500-4x4-crew-cab-slt-diesel/1736817720,0.46688087526615646,Kijiji
3,2012,Ram,3500,Unknown,1,13500,No change noted,First seen this week,0,13500,13500,0,0,291803,Unknown,Diesel,Unknown,N/A,Unknown,Private,"Camrose, AB","Camrose, AB",141,address,1738984143,https://www.kijiji.ca/v-cars-trucks/strathcona-county/2012-dodge-ram-3500/1738984143,0.47297214973962565,Kijiji
4,2012,Ram,3500,laramie,3,25000,No change noted,Unchanged for 4 weeks,4,25000,25000,0,0,306000,Unknown,Diesel,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1736421187,https://www.kijiji.ca/v-cars-trucks/calgary/2012-ram-laramie-3500/1736421187,0.4744464120327457,Kijiji
5,2014,Ram,3500,slt,2,16999,No change noted,"Down $1,000 over 4 weeks",4,17999,16999,0,-1000,407415,Unknown,Diesel,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",154,address,1727554523,https://www.kijiji.ca/v-cars-trucks/edmonton/2014-ram-3500-4x4-crew-cab-slt-longbox-diesel/1727554523,0.49463154449180535,Kijiji
6,2012,Ram,3500,limited,3,29999,No change noted,First seen this week,0,29999,29999,0,0,233409,Unknown,Diesel,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",154,address,1739012066,https://www.kijiji.ca/v-cars-trucks/edmonton/2012-ram-ram-3500-4wd-crewcab-limited/1739012066,0.5062192431000456,Kijiji
7,2012,Ram,3500,slt,2,25000,No change noted,"Down $3,500 over 4 weeks",4,28500,25000,0,-3500,224500,Unknown,Diesel,Unknown,N/A,Unknown,Private,"Edmonton, AB","Edmonton, AB",154,address,1734915518,https://www.kijiji.ca/v-cars-trucks/edmonton/2012-ram-slt-3500-dually/1734915518,0.51484330980688,Kijiji
8,2013,Ram,3500,laramie,3,33590,No change noted,Unchanged for 4 weeks,4,33590,33590,0,0,194067,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,"Camrose, AB","Camrose, AB",141,address,1733286475,https://www.kijiji.ca/v-cars-trucks/strathcona-county/2013-ram-3500-laramie-6-7l/1733286475,0.5314625894800864,Kijiji
9,2014,Ram,3500,Unknown,1,19500,No change noted,Unchanged for 1 weeks,1,19500,19500,0,0,263000,Unknown,Diesel,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1738343420,https://www.kijiji.ca/v-cars-trucks/calgary/2014-dodge-3500-diesel/1738343420,0.5369343996193664,Kijiji
10,2014,Ram,3500,limited,3,33988,No change noted,"Down $1,811 over 4 weeks",4,35799,33988,0,-1811,197512,Unknown,Diesel,No accidents reported,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1737084285,https://www.kijiji.ca/v-cars-trucks/calgary/2014-ram-3500-4wd-crew-cab-149-limited/1737084285,0.5394674363345712,Kijiji
