rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2022,Kia,Carnival,Unknown,1,20000,No change noted,First seen this week,0,20000,20000,0,0,111585,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1738752825,https://www.kijiji.ca/v-cars-trucks/calgary/2022-kia-carnival-lx/1738752825,0.5939988209911132,Kijiji
2,2022,Kia,Carnival,Unknown,1,24995,No change noted,First seen this week,0,24995,24995,0,0,129859,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737499656,https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2022-kia-carnival-lx/1737499656,0.6758166647217732,Kijiji
3,2022,Kia,Carnival,Unknown,1,23811,No change noted,First seen this week,0,23811,23811,0,0,151052,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738912799,https://www.kijiji.ca/v-cars-trucks/moncton/2022-kia-carnival-lx-heated-seats-7-passenger-climate-control/1738912799,0.6836277418087708,Kijiji
4,2022,Kia,Carnival,Unknown,1,24000,No change noted,First seen this week,0,24000,24000,0,0,156000,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739260936,https://www.kijiji.ca/v-cars-trucks/ottawa/kia-carnaval-2022/1739260936,0.6921027347184378,Kijiji
5,2023,Kia,Carnival,Unknown,1,29895,No change noted,First seen this week,0,29895,29895,0,0,100104,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737955096,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2023-kia-carnival-lx-fwd/1737955096,0.7111180860591784,Kijiji
6,2023,Kia,Carnival,Unknown,1,24950,No change noted,First seen this week,0,24950,24950,0,0,162489,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1736863470,https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2023-kia-carnival-lx/1736863470,0.7132511542385239,Kijiji
7,2022,Kia,Carnival,Unknown,1,27252,No change noted,First seen this week,0,27252,27252,0,0,116321,Unknown,Gas,Unknown,N/A,Unknown,Unknown,"High River, AB","High River, AB",209,address,1732641797,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2022-kia-carnival-lx-backup-cam-keyless-entry/1732641797,0.7144251068253705,Kijiji
8,2023,Kia,Carnival,Unknown,1,29969,No change noted,First seen this week,0,29969,29969,0,0,104442,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",91,address,1738606252,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2023-kia-carnival-lx-fwd/1738606252,0.7172378190798022,Kijiji
9,2022,Kia,Carnival,Unknown,1,27999,No change noted,First seen this week,0,27999,27999,0,0,104185,Unknown,Gas,Unknown,N/A,Unknown,Private,"Wainwright, AB","Wainwright, AB",282,address,1739311009,https://www.kijiji.ca/v-cars-trucks/leamington/2022-kia-carnival-lx-fwd/1739311009,0.7246427252395092,Kijiji
10,2023,Kia,Carnival,Unknown,1,34499,No change noted,First seen this week,0,34499,34499,0,0,68030,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739084923,https://www.kijiji.ca/v-cars-trucks/granby/2023-kia-carnival-lx/1739084923,0.7394833294319614,Kijiji
11,2022,Kia,Carnival,Unknown,1,27495,No change noted,First seen this week,0,27495,27495,0,0,157319,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",91,address,1738701593,https://www.kijiji.ca/v-cars-trucks/london/2022-kia-carnival-lx-8-pass-rear-cam-we-finance-all-credit/1738701593,0.7435876369764552,Kijiji
