rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2022,Kia,Carnival,Unknown,1,22995,No change noted,"Down $2,000 over 2 weeks",2,24995,22995,0,-2000,129859,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737499656,https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2022-kia-carnival-lx/1737499656,0.6304146764808035,Kijiji
2,2022,Kia,Carnival,Unknown,1,22401,No change noted,"Down $1,410 over 3 weeks",3,23811,22996,-595,-1410,151052,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738912799,https://www.kijiji.ca/v-cars-trucks/moncton/2022-kia-carnival-lx-heated-seats-7-passenger-climate-control/1738912799,0.6471162092229831,Kijiji
3,2022,Kia,Carnival,Unknown,1,30500,No change noted,First seen this week,0,30500,30500,0,0,60300,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740013429,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2022-kia-carnival-lx/1740013429,0.6506946478529175,Kijiji
4,2022,Kia,Carnival,Unknown,1,27999,No change noted,Unchanged for 2 weeks,2,27999,27999,0,0,97000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739386505,https://www.kijiji.ca/v-cars-trucks/ottawa/2022-kia-carnival/1739386505,0.659713437940677,Kijiji
5,2023,Kia,Carnival,Unknown,1,22995,No change noted,"Down $1,955 over 3 weeks",3,24950,22995,0,-1955,162489,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1736863470,https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2023-kia-carnival-lx/1736863470,0.6684922436241691,Kijiji
6,2022,Kia,Carnival,Unknown,1,24000,No change noted,Unchanged for 3 weeks,3,24000,24000,0,0,156000,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739260936,https://www.kijiji.ca/v-cars-trucks/ottawa/kia-carnaval-2022/1739260936,0.6745053945176513,Kijiji
7,2023,Kia,Carnival,Unknown,1,33990,No change noted,First seen this week,0,33990,33990,0,0,42561,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739920643,https://www.kijiji.ca/v-cars-trucks/brantford/2023-kia-carnival-lx/1739920643,0.6771715909378079,Kijiji
8,2023,Kia,Carnival,Unknown,1,25999,No change noted,Unchanged for 2 weeks,2,25999,25999,0,0,136211,Unknown,Gas,No accidents reported,N/A,Unknown,Unknown,"Carstairs, AB","Carstairs, AB",91,address,1738554316,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2023-kia-carnival-lx/1738554316,0.678434905350473,Kijiji
9,2023,Kia,Carnival,Unknown,1,29895,No change noted,Unchanged for 2 weeks,2,29895,29895,0,0,100104,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737955096,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2023-kia-carnival-lx-fwd/1737955096,0.6889655836930116,Kijiji
10,2022,Kia,Carnival,Unknown,1,26757,No change noted,Down $495 over 3 weeks,3,27252,27112,-355,-495,116427,Unknown,Gas,Unknown,N/A,Unknown,Unknown,"High River, AB","High River, AB",209,address,1732641797,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2022-kia-carnival-lx-backup-cam-keyless-entry/1732641797,0.688976310035446,Kijiji
11,2023,Kia,Carnival,Unknown,1,30390,No change noted,First seen this week,0,30390,30390,0,0,99500,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740118829,https://www.kijiji.ca/v-cars-trucks/bedford/2023-kia-carnival-lx/1740118829,0.6949521054630219,Kijiji
12,2023,Kia,Carnival,Unknown,1,33990,No change noted,First seen this week,0,33990,33990,0,0,62640,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740102233,https://www.kijiji.ca/v-cars-trucks/ottawa/2023-kia-carnival/1740102233,0.7006027729994578,Kijiji
13,2023,Kia,Carnival,Unknown,1,34499,No change noted,Unchanged for 2 weeks,2,34499,34499,0,0,68030,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739084923,https://www.kijiji.ca/v-cars-trucks/granby/2023-kia-carnival-lx/1739084923,0.7137732415510516,Kijiji
14,2022,Kia,Carnival,Unknown,1,31357,No change noted,Down $639 over 3 weeks,3,31996,31357,0,-639,96102,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1739105766,https://www.kijiji.ca/v-cars-trucks/calgary/2022-kia-carnival-lx-plus/1739105766,0.7155513520964386,Kijiji
15,2022,Kia,Carnival,Unknown,1,32690,No change noted,Unchanged for 2 weeks,2,32690,32690,0,0,100000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738672187,https://www.kijiji.ca/v-cars-trucks/bedford/2022-kia-carnival-ex/1738672187,0.7266267449910659,Kijiji
16,2023,Kia,Carnival,Unknown,1,34988,No change noted,First seen this week,0,34988,34988,0,0,77107,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740012583,https://www.kijiji.ca/v-cars-trucks/guelph/2023-kia-carnival-lx-8-passenger-heated-seats/1740012583,0.7309758955154807,Kijiji
17,2022,Kia,Carnival,Unknown,1,36988,No change noted,Unchanged for 1 weeks,1,36988,36988,0,0,62094,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739877076,https://www.kijiji.ca/v-cars-trucks/guelph/2022-kia-carnival-ex-leather-power-sliding-doors/1739877076,0.7404922757837468,Kijiji
18,2022,Kia,Carnival,Unknown,1,35995,No change noted,Unchanged for 2 weeks,2,35995,35995,0,0,95605,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",91,address,1729584883,https://www.kijiji.ca/v-cars-trucks/london/2022-kia-carnival-nav-leather-heated-seats-we-finance-all-credi/1729584883,0.7661746531578123,Kijiji
19,2023,Kia,Carnival,Unknown,1,29995,No change noted,"Down $1,000 over 3 weeks",3,30995,29995,0,-1000,171387,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1729920824,https://www.kijiji.ca/v-cars-trucks/hamilton/2023-kia-carnival-sx/1729920824,0.7735010455031365,Kijiji
20,2023,Kia,Carnival,Unknown,1,32402,No change noted,First seen this week,0,32402,32402,0,0,72023,Unknown,Gas,Unknown,N/A,Unknown,Private,"Kamloops, BC","Kamloops, BC",757,address,1740200197,https://www.kijiji.ca/v-cars-trucks/victoria-bc/2023-kia-carnival-lx/1740200197,0.8220541359465389,Kijiji
