rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2022,Honda,Odyssey,Unknown,1,2500,No change noted,Unchanged for 1 weeks,1,2500,2500,0,0,1,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",91,address,1738726502,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/oem-honda-odyssey-18-rims-michelin-winter-tires-set-of-4/1738726502,0.19141113665564463,Kijiji
2,2022,Honda,Odyssey,Unknown,1,13000,No change noted,First seen this week,0,13000,13000,0,0,75300,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738321767,https://www.kijiji.ca/v-cars-trucks/ville-de-quebec/honda-odyssey-ex-l-2022-transfert-de-bail-a-0-d-interet-13000/1738321767,0.34618097931164216,Kijiji
3,2020,Honda,Odyssey,Unknown,1,19995,No change noted,Unchanged for 1 weeks,1,19995,19995,0,0,135000,Unknown,Gas,Salvage/rebuilt,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738694942,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-honda-odyssey-ex-model-one-owner-certified-warranty/1738694942,0.4560989768715187,Kijiji
4,2018,Honda,Odyssey,Unknown,1,12900,No change noted,"Down $1,000 over 1 weeks",1,13900,13900,-1000,-1000,237000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738141287,https://www.kijiji.ca/v-cars-trucks/moncton/2018-honda-odyssey/1738141287,0.4607192189053946,Kijiji
5,2019,Honda,Odyssey,Unknown,1,27900,No change noted,Unchanged for 1 weeks,1,27900,27900,0,0,37601,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1735888274,https://www.kijiji.ca/v-cars-trucks/windsor-area-on/2019-honda-odyssey/1735888274,0.46255542269967675,Kijiji
6,2018,Honda,Odyssey,Unknown,1,17300,No change noted,Unchanged for 1 weeks,1,17300,17300,0,0,193508,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738300243,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2018-honda-odyssey-ex-no-accident-sunroof-heated-seats-remote-st/1738300243,0.4719709624945745,Kijiji
7,2018,Honda,Odyssey,Unknown,1,22998,No change noted,Down $490 over 1 weeks,1,23488,23488,-490,-490,131903,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737873763,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2018-honda-odyssey-ex-auto-reverse-camera-no-accident-sunroof-re/1737873763,0.4827684990139911,Kijiji
8,2021,Honda,Odyssey,Unknown,1,27471,No change noted,"Down $1,500 over 1 weeks",1,28971,28971,-1500,-1500,75036,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738462577,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2021-honda-odyssey-ex-res/1738462577,0.4851687562711603,Kijiji
9,2019,Honda,Odyssey,Unknown,1,23995,No change noted,First seen this week,0,23995,23995,0,0,123857,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737921638,https://www.kijiji.ca/v-cars-trucks/cambridge/2019-honda-odyssey-ex-auto-for-sale/1737921638,0.4866101074071367,Kijiji
10,2018,Honda,Odyssey,Unknown,1,14950,No change noted,Down $500 over 1 weeks,1,15450,15450,-500,-500,248159,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737500289,https://www.kijiji.ca/v-cars-trucks/cambridge/2018-honda-odyssey-ex-l-navi-auto-safety-certified-apple-carplay/1737500289,0.48840602151918466,Kijiji
