rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2022,Honda,Odyssey,Unknown,1,2500,No change noted,First seen this week,0,2500,2500,0,0,1,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",91,address,1738726502,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/oem-honda-odyssey-18-rims-michelin-winter-tires-set-of-4/1738726502,0.19141113665564463,Kijiji
2,2020,Honda,Odyssey,Unknown,1,19995,No change noted,First seen this week,0,19995,19995,0,0,135000,Unknown,Gas,Salvage/rebuilt,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738694942,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-honda-odyssey-ex-model-one-owner-certified-warranty/1738694942,0.4560989768715187,Kijiji
3,2019,Honda,Odyssey,Unknown,1,27900,No change noted,First seen this week,0,27900,27900,0,0,37601,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1735888274,https://www.kijiji.ca/v-cars-trucks/windsor-area-on/2019-honda-odyssey/1735888274,0.46255542269967675,Kijiji
4,2018,Honda,Odyssey,Unknown,1,13500,No change noted,First seen this week,0,13500,13500,0,0,238000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739132718,https://www.kijiji.ca/v-cars-trucks/truro/2018-honda-odyssey/1739132718,0.4672040670571659,Kijiji
5,2018,Honda,Odyssey,Unknown,1,13900,No change noted,First seen this week,0,13900,13900,0,0,237000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738141287,https://www.kijiji.ca/v-cars-trucks/moncton/2018-honda-odyssey/1738141287,0.4703368229678706,Kijiji
6,2018,Honda,Odyssey,Unknown,1,17300,No change noted,First seen this week,0,17300,17300,0,0,193508,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738300243,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2018-honda-odyssey-ex-no-accident-sunroof-heated-seats-remote-st/1738300243,0.4719709624945745,Kijiji
7,2018,Honda,Odyssey,Unknown,1,23880,No change noted,First seen this week,0,23880,23880,0,0,123337,3.5L,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1726624539,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-honda-odyssey-ex-l-auto-l-fwd-l-3-5l-l-6cyl-l-eco-l-7-passe/1726624539,0.4851326543685235,Kijiji
8,2018,Honda,Odyssey,Unknown,1,23488,No change noted,First seen this week,0,23488,23488,0,0,131903,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737873763,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2018-honda-odyssey-ex-auto-reverse-camera-no-accident-sunroof-re/1737873763,0.4874811250046043,Kijiji
9,2019,Honda,Odyssey,Unknown,1,17888,No change noted,First seen this week,0,17888,17888,0,0,207395,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737946285,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2019-honda-odessey-sold-sold/1737946285,0.4875453993975961,Kijiji
10,2019,Honda,Odyssey,Unknown,1,19500,No change noted,First seen this week,0,19500,19500,0,0,186000,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Wetaskiwin, AB","Wetaskiwin, AB",102,address,1736242075,https://www.kijiji.ca/v-cars-trucks/woodstock-on/2019-honda-odyssey-ex/1736242075,0.4898660709303858,Kijiji
