rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2022,Honda,Odyssey,Unknown,1,2500,No change noted,Unchanged for 3 weeks,3,2500,2500,0,0,1,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",91,address,1738726502,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/oem-honda-odyssey-18-rims-michelin-winter-tires-set-of-4/1738726502,0.1911284380406156,Kijiji
2,2023,Honda,Odyssey,Unknown,1,6995,No change noted,Unchanged for 1 weeks,1,6995,6995,0,0,21025,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739848201,https://www.kijiji.ca/v-cars-trucks/richmond-bc/2015-honda-odyssey-ex-l-w-res-clean-title-bc-local/1739848201,0.24640770583726165,Kijiji
3,2022,Honda,Odyssey,Unknown,1,13000,No change noted,Unchanged for 2 weeks,2,13000,13000,0,0,75300,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738321767,https://www.kijiji.ca/v-cars-trucks/ville-de-quebec/honda-odyssey-ex-l-2022-transfert-de-bail-a-0-d-interet-13000/1738321767,0.33526457009489397,Kijiji
4,2019,Honda,Odyssey,Unknown,1,5200,No change noted,First seen this week,0,5200,5200,0,0,349000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740052098,https://www.kijiji.ca/v-cars-trucks/portage-la-prairie/2014-honda-odyssey/1740052098,0.4170953959433982,Kijiji
5,2018,Honda,Odyssey,Unknown,1,12900,No change noted,"Down $1,000 over 3 weeks",3,13900,12900,0,-1000,237000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738141287,https://www.kijiji.ca/v-cars-trucks/moncton/2018-honda-odyssey/1738141287,0.4269675661356378,Kijiji
6,2018,Honda,Odyssey,Unknown,1,13500,No change noted,Unchanged for 2 weeks,2,13500,13500,0,0,238000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739132718,https://www.kijiji.ca/v-cars-trucks/truro/2018-honda-odyssey/1739132718,0.4333111944757021,Kijiji
7,2018,Honda,Odyssey,Unknown,1,13950,No change noted,First seen this week,0,13950,13950,0,0,271190,3.5L,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740054788,https://www.kijiji.ca/v-cars-trucks/cambridge/2018-honda-odyssey-touring-auto-fwd-3-5l-6cyl-as-is-special-no/1740054788,0.45665917361040664,Kijiji
8,2019,Honda,Odyssey,Unknown,1,17888,No change noted,Unchanged for 2 weeks,2,17888,17888,0,0,207395,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737946285,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2019-honda-odessey-sold-sold/1737946285,0.45797455915342256,Kijiji
9,2018,Honda,Odyssey,Unknown,1,23380,No change noted,Down $500 over 2 weeks,2,23880,23880,-500,-500,123337,3.5L,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1726624539,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-honda-odyssey-ex-l-auto-l-fwd-l-3-5l-l-6cyl-l-eco-l-7-passe/1726624539,0.462623667025572,Kijiji
10,2018,Honda,Odyssey,Unknown,1,22800,No change noted,First seen this week,0,22800,22800,0,0,134000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740193933,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2018-honda-odyssey-ex-res/1740193933,0.4631560583885337,Kijiji
