rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2022,Honda,Odyssey,Unknown,1,2500,No change noted,Unchanged for 5 weeks,5,2500,2500,0,0,1,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",91,address,1738726502,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/oem-honda-odyssey-18-rims-michelin-winter-tires-set-of-4/1738726502,0.1921850623598535,Kijiji
2,2023,Honda,Odyssey,Unknown,1,6995,No change noted,Unchanged for 3 weeks,3,6995,6995,0,0,21025,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739848201,https://www.kijiji.ca/v-cars-trucks/richmond-bc/2015-honda-odyssey-ex-l-w-res-clean-title-bc-local/1739848201,0.254259559883311,Kijiji
3,2022,Honda,Odyssey,Unknown,1,13000,No change noted,Unchanged for 4 weeks,4,13000,13000,0,0,75300,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738321767,https://www.kijiji.ca/v-cars-trucks/ville-de-quebec/honda-odyssey-ex-l-2022-transfert-de-bail-a-0-d-interet-13000/1738321767,0.3582928414911596,Kijiji
4,2019,Honda,Odyssey,Unknown,1,15990,No change noted,First seen this week,0,15990,15990,0,0,139930,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",91,address,1740605964,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-honda-odyssey-lx/1740605964,0.44040049469918263,Kijiji
5,2019,Honda,Odyssey,Unknown,1,27900,No change noted,Unchanged for 4 weeks,4,27900,27900,0,0,37601,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1735888274,https://www.kijiji.ca/v-cars-trucks/windsor-area-on/2019-honda-odyssey/1735888274,0.47750829509551806,Kijiji
6,2019,Honda,Odyssey,Unknown,1,18900,No change noted,First seen this week,0,18900,18900,0,0,151000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740743921,https://www.kijiji.ca/v-cars-trucks/windsor-area-on/2019-honda-odyssey-ex/1740743921,0.4785390615634021,Kijiji
7,2018,Honda,Odyssey,Unknown,1,12950,No change noted,First seen this week,0,12950,12950,0,0,248159,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740840776,https://www.kijiji.ca/v-cars-trucks/cambridge/2018-honda-odyssey-ex-l-navi-auto-as-is-special-apple-carplay-ho/1740840776,0.49710393513980833,Kijiji
8,2021,Honda,Odyssey,Unknown,1,27471,No change noted,"Down $1,500 over 5 weeks",5,28971,27471,0,-1500,75036,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738462577,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2021-honda-odyssey-ex-res/1738462577,0.5033712393349697,Kijiji
9,2018,Honda,Odyssey,Unknown,1,22998,No change noted,Down $490 over 5 weeks,5,23488,22998,0,-490,131903,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737873763,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2018-honda-odyssey-ex-auto-reverse-camera-no-accident-sunroof-re/1737873763,0.5042927010027879,Kijiji
10,2022,Honda,Odyssey,Unknown,1,22500,No change noted,Unchanged for 1 weeks,1,22500,22500,0,0,140126,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740083268,https://www.kijiji.ca/v-cars-trucks/hamilton/2022-honda-odyssey-exl-just-in-for-sale-at-pic-n-save/1740083268,0.5059199037236242,Kijiji
11,2018,Honda,Odyssey,Unknown,1,22000,No change noted,"Down $1,000 over 5 weeks",5,23000,22000,0,-1000,147000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738815449,https://www.kijiji.ca/v-cars-trucks/cape-breton/2018-honda-odyssey/1738815449,0.506439819936819,Kijiji
12,2019,Honda,Odyssey,Unknown,1,20990,No change noted,"Down $2,000 over 5 weeks",5,22990,20990,0,-2000,170802,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1727107498,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-honda-odyssey-ex-8-pass-dvd-camera-apple-carplay-no-accid/1727107498,0.5154821202880108,Kijiji
13,2018,Honda,Odyssey,Unknown,1,24090,No change noted,Unchanged for 1 weeks,1,24090,24090,0,0,135000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739889625,https://www.kijiji.ca/v-cars-trucks/bedford/2018-honda-odyssey-ex-l-res/1739889625,0.5177525368241378,Kijiji
14,2018,Honda,Odyssey,Unknown,1,24090,No change noted,Up $300 over 3 weeks,3,23790,24090,0,300,135000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739844669,https://www.kijiji.ca/v-cars-trucks/canada/2018-honda-odyssey-ex-l-res/1739844669,0.5177525368241378,Kijiji
15,2018,Honda,Odyssey,Unknown,1,24090,No change noted,Up $300 over 2 weeks,2,23790,24090,0,300,135000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739844484,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-honda-odyssey-ex-l-res/1739844484,0.5177525368241378,Kijiji
16,2018,Honda,Odyssey,Unknown,1,20632,No change noted,Unchanged for 1 weeks,1,20632,20632,0,0,186688,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740417904,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2018-honda-odyssey-ex-res/1740417904,0.524690824673046,Kijiji
17,2018,Honda,Odyssey,Unknown,1,21000,No change noted,First seen this week,0,21000,21000,0,0,187000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740818680,https://www.kijiji.ca/v-cars-trucks/hamilton/honda-odyssey/1740818680,0.5286370554797588,Kijiji
