rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2022,Subaru,Forester,"Touring, CVT, Cloth, CPO, Avail 3.99% OAC",3,35900,No change noted,Unchanged for 1 weeks,1,35900,35900,0,0,19920,2.5L,Gasoline,Unknown,N/A,Scott Subaru,Dealer,"6863 50th Ave., RED DEER, AB, T4N 4E2","RED DEER, AB",1,city_center,8da546c7-3d3d-4b6f-9651-4012d601b1b4,https://www.autotrader.ca/offers/subaru-forester-touring-cvt-cloth-cpo-avail-3-99-oac-gasoline-red-cat_ma67gr201384tr15027-8da546c7-3d3d-4b6f-9651-4012d601b1b4,0.4916116838576431,AutoTrader
2,2023,Subaru,Forester,TOURING AWD PNAORAMIC SUNROOF HEATED WHEEL,3,31977,No change noted,First seen this week,0,31977,31977,0,0,56618,2.5L,Gasoline,Unknown,N/A,Go Auto Sherwood Park,Dealer,"2335 Broadmoor Blvd, Sherwood Park, AB, T8H 1N1","Sherwood Park, AB",166,address,30aa9e1f-c0de-460f-961f-68130c90f471,https://www.autotrader.ca/offers/subaru-forester-touring-awd-pnaoramic-sunroof-heated-wheel-gasoline-cat_ma67gr201384tr15027-30aa9e1f-c0de-460f-961f-68130c90f471,0.5041888502464102,AutoTrader
3,2021,Subaru,Forester,"TOURING, LEATHER, PREMIUM STEREO, NAVI, AWD",3,22900,No change noted,Unchanged for 1 weeks,1,22900,22900,0,0,134117,2.5L,Gasoline,Accident reported,N/A,Merlin Ford,Dealer,"3750 Idylwyld Drive North, SASKATOON, SK, S7K6G3","SASKATOON, SK",543,address,4df339e0-f797-4ef3-aad4-eaf0702956dc,https://www.autotrader.ca/offers/subaru-forester-touring-leather-premium-stereo-navi-awd-gasoline-black-cat_ma67gr201384tr15027-4df339e0-f797-4ef3-aad4-eaf0702956dc,0.5257515044099688,AutoTrader
4,2024,Subaru,Forester,Touring,3,35110,No change noted,First seen this week,0,35110,35110,0,0,61159,2.5L,Gasoline,Unknown,N/A,Capital Chevrolet Buick GMC Calgary,Dealer,"13103 Lake Fraser Drive South East, Calgary, AB, T2J3H5","Calgary, AB",149,city_center,2b2d9ad1-a84f-4226-80f1-62a6d1159c98,https://www.autotrader.ca/offers/subaru-forester-touring-gasoline-silver-cat_ma67gr201384tr15027-2b2d9ad1-a84f-4226-80f1-62a6d1159c98,0.5463319452653647,AutoTrader
5,2020,Subaru,Forester,Limited,2,24995,No change noted,"Down $1,000 over 1 weeks",1,25995,25995,-1000,-1000,130400,2.5L,Gasoline,Unknown,N/A,Double L Motors,Dealer,"1509 - 9 Avenue SE, Calgary, AB, T2G0T6","Calgary, AB",149,address,a9a1b340-af10-4bbf-ac12-76dba7e09ea1,https://www.autotrader.ca/offers/subaru-forester-limited-gasoline-black-cat_ma67gr201384tr15021-a9a1b340-af10-4bbf-ac12-76dba7e09ea1,0.5497808999855075,AutoTrader
6,2023,Subaru,Forester,Sport,2,31500,No change noted,First seen this week,0,31500,31500,0,0,56776,2.5L,Gasoline,Unknown,N/A,Subaru City,Dealer,"17708-111 Ave. NW, Edmonton, AB, T5S 1P5","Edmonton, AB",156,address,007f624f-cc80-43d4-b17f-26f6f2a13a66,https://www.autotrader.ca/offers/subaru-forester-sport-gasoline-white-cat_ma67gr201384tr7238-007f624f-cc80-43d4-b17f-26f6f2a13a66,0.5711263771753652,AutoTrader
7,2019,Subaru,Forester,Convenience CVT   - Aluminum Wheels - Heated Seats,1,14999,No change noted,Unchanged for 1 weeks,1,14999,14999,0,0,223747,2.5L,Gasoline,Unknown,N/A,Rally Subaru,Dealer,"5220 Gateway Boulevard NW, Edmonton, AB, T6H 4J7","Edmonton, AB",147,address,91674d90-e5d3-4a73-a980-ac5200092f3c,https://www.autotrader.ca/offers/subaru-forester-convenience-cvt-aluminum-wheels-heated-seats-gasoline-blue-cat_ma67gr201384tr15009-91674d90-e5d3-4a73-a980-ac5200092f3c,0.5759651614204325,AutoTrader
8,2020,Subaru,Forester,Limited AWD | LEATHER | NAV | SUNROOF /,2,28909,No change noted,Unchanged for 4 weeks,4,28909,28909,0,0,106857,2.5L,Gasoline,Unknown,N/A,West Edmonton Volkswagen,Dealer,"10220 170 St NW, Edmonton, AB, T5S 1N9","Edmonton, AB",164,address,f9e293f4-e0d9-406a-815b-eb43b4d1f799,https://www.autotrader.ca/offers/subaru-forester-limited-awd-leather-nav-sunroof-gasoline-cat_ma67gr201384tr15021-f9e293f4-e0d9-406a-815b-eb43b4d1f799,0.5832387214240958,AutoTrader
9,2021,Subaru,Forester,Sport,2,27210,No change noted,Up $605 over 4 weeks,4,26605,26605,605,605,146426,2.5L,Gasoline,Accident reported,N/A,Lexus of Calgary,Dealer,"22 Heritage Meadows Road SE, CALGARY, AB, T2H3C1","CALGARY, AB",155,address,81ba1037-b419-4cd2-a17e-aea7d4b478c2,https://www.autotrader.ca/offers/subaru-forester-sport-gasoline-blue-cat_ma67gr201384tr7238-81ba1037-b419-4cd2-a17e-aea7d4b478c2,0.5944741409543073,AutoTrader
10,2022,Subaru,Forester,Limited,2,32995,No change noted,First seen this week,0,32995,32995,0,0,64460,2.5L,Gasoline,Unknown,N/A,Genesis South Edmonton,Dealer,"10150 34 Ave NW, Edmonton, AB, T6E 6C8","Edmonton, AB",144,address,fb3da6c4-7800-4fba-ab6d-eddea1d2968f,https://www.autotrader.ca/offers/subaru-forester-limited-gasoline-black-cat_ma67gr201384tr15021-fb3da6c4-7800-4fba-ab6d-eddea1d2968f,0.5954248106694232,AutoTrader
11,2019,Subaru,Forester,Convenience,1,21731,No change noted,Down $157 over 1 weeks,1,21888,21888,-157,-157,146261,2.5L,Gasoline,Unknown,N/A,Fish Creek Nissan,Dealer,"14750 Macleod Trail South, CALGARY, AB, T2Y 2E7","CALGARY, AB",149,city_center,b7b33528-7c28-4b14-8e0c-20fb32a6a766,https://www.autotrader.ca/offers/subaru-forester-convenience-gasoline-grey-cat_ma67gr201384tr15009-b7b33528-7c28-4b14-8e0c-20fb32a6a766,0.595897834228272,AutoTrader
