rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2023,Subaru,Forester,TOURING AWD PNAORAMIC SUNROOF HEATED WHEEL,3,31977,No change noted,Unchanged for 2 weeks,2,31977,31977,0,0,56618,2.5L,Gasoline,Unknown,N/A,Go Auto Sherwood Park,Dealer,"2335 Broadmoor Blvd, Sherwood Park, AB, T8H 1N1","Sherwood Park, AB",165,address,30aa9e1f-c0de-460f-961f-68130c90f471,https://www.autotrader.ca/offers/subaru-forester-touring-awd-pnaoramic-sunroof-heated-wheel-gasoline-cat_ma67gr201384tr15027-30aa9e1f-c0de-460f-961f-68130c90f471,0.5040292201229193,AutoTrader
2,2019,Subaru,Forester,Eye Sight Sport Low KM,2,26791,No change noted,Down $207 over 1 weeks,1,26998,26998,-207,-207,64849,2.5L,Gasoline,Accident reported,N/A,Go Mazda,Dealer,"9710 - 35 Ave, EDMONTON, AB, T6E6J6","EDMONTON, AB",154,city_center,de052e8c-c8a4-4947-b038-8bde70cf742a,https://www.autotrader.ca/offers/subaru-forester-eye-sight-sport-low-km-gasoline-white-cat_ma67gr201384tr7238-de052e8c-c8a4-4947-b038-8bde70cf742a,0.519528681459736,AutoTrader
3,2023,Subaru,Forester,Touring  Moonroof,3,31995,No change noted,Unchanged for 5 weeks,5,31995,31995,0,0,78023,2.5L,Gasoline,Accident reported,N/A,South Trail Nissan,Dealer,"6603 130 Ave SE, Calgary, AB, T2Z5E1","Calgary, AB",166,address,91174c9e-a9c4-4af7-ac2b-86913621ecfb,https://www.autotrader.ca/offers/subaru-forester-touring-moonroof-gasoline-black-cat_ma67gr201384tr15027-91174c9e-a9c4-4af7-ac2b-86913621ecfb,0.52809060428907,AutoTrader
4,2024,Subaru,Forester,Touring,3,34623,No change noted,Down $487 over 2 weeks,2,35110,35110,-487,-487,61159,2.5L,Gasoline,Unknown,N/A,Capital Chevrolet Buick GMC Calgary,Dealer,"13103 Lake Fraser Drive South East, Calgary, AB, T2J3H5","Calgary, AB",149,city_center,2b2d9ad1-a84f-4226-80f1-62a6d1159c98,https://www.autotrader.ca/offers/subaru-forester-touring-gasoline-silver-cat_ma67gr201384tr15027-2b2d9ad1-a84f-4226-80f1-62a6d1159c98,0.5399108894008587,AutoTrader
5,2021,Subaru,Forester,"TOURING, LEATHER, PREMIUM STEREO, NAVI, AWD",3,22900,No change noted,Unchanged for 3 weeks,3,22900,22900,0,0,134117,2.5L,Gasoline,Accident reported,N/A,Merlin Ford,Dealer,"3750 Idylwyld Drive North, SASKATOON, SK, S7K6G3","SASKATOON, SK",543,address,4df339e0-f797-4ef3-aad4-eaf0702956dc,https://www.autotrader.ca/offers/subaru-forester-touring-leather-premium-stereo-navi-awd-gasoline-black-cat_ma67gr201384tr15027-4df339e0-f797-4ef3-aad4-eaf0702956dc,0.5454730722117984,AutoTrader
6,2020,Subaru,Forester,Limited,2,24995,No change noted,"Down $1,000 over 3 weeks",3,25995,24995,0,-1000,130400,2.5L,Gasoline,Unknown,N/A,Double L Motors,Dealer,"1509 - 9 Avenue SE, Calgary, AB, T2G0T6","Calgary, AB",149,address,a9a1b340-af10-4bbf-ac12-76dba7e09ea1,https://www.autotrader.ca/offers/subaru-forester-limited-gasoline-black-cat_ma67gr201384tr15021-a9a1b340-af10-4bbf-ac12-76dba7e09ea1,0.5679410833283934,AutoTrader
7,2023,Subaru,Forester,Sport,2,31500,No change noted,Unchanged for 2 weeks,2,31500,31500,0,0,58180,2.5L,Gasoline,Unknown,N/A,Subaru City,Dealer,"17708-111 Ave. NW, Edmonton, AB, T5S 1P5","Edmonton, AB",165,address,007f624f-cc80-43d4-b17f-26f6f2a13a66,https://www.autotrader.ca/offers/subaru-forester-sport-gasoline-white-cat_ma67gr201384tr7238-007f624f-cc80-43d4-b17f-26f6f2a13a66,0.5746387401306253,AutoTrader
8,2020,Subaru,Forester,2.5i Convenience,1,26888,No change noted,Unchanged for 5 weeks,5,26888,26888,0,0,60333,2.5L,Gasoline,Unknown,N/A,Ezway Auto Group,Dealer,"9704 27 Avenue Northwest, Edmonton, AB, T6N 1B2","Edmonton, AB",154,city_center,301cbc85-1d0c-41f8-a7dc-a60da1e5ee93,https://www.autotrader.ca/offers/subaru-forester-2-5i-convenience-gasoline-blue-cat_ma67gr201384tr15009-301cbc85-1d0c-41f8-a7dc-a60da1e5ee93,0.5907848655582733,AutoTrader
9,2024,Subaru,Forester,"TOURING, 2.5L I4, AWD",3,35900,No change noted,Unchanged for 2 weeks,2,35900,35900,0,0,25235,2.5L,Gasoline,Accident reported,N/A,Merlin Ford,Dealer,"3750 Idylwyld Drive North, SASKATOON, SK, S7K6G3","SASKATOON, SK",543,address,daa4c622-436a-405e-a2e5-dc3615f31904,https://www.autotrader.ca/offers/subaru-forester-touring-2-5l-i4-awd-gasoline-grey-cat_ma67gr201384tr15027-daa4c622-436a-405e-a2e5-dc3615f31904,0.5918955241298568,AutoTrader
10,2024,Subaru,Forester,Wilderness,3,34500,No change noted,Unchanged for 1 weeks,1,34500,34500,0,0,107377,2.5L,Gasoline,Unknown,N/A,Subaru City,Dealer,"17708-111 Ave. NW, Edmonton, AB, T5S 1P5","Edmonton, AB",165,address,def6d2e0-ee0c-4bba-86e9-976d222cb7d4,https://www.autotrader.ca/offers/subaru-forester-wilderness-gasoline-green-cat_ma67gr201384tr15028-def6d2e0-ee0c-4bba-86e9-976d222cb7d4,0.5924340735575357,AutoTrader
