rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2021,Subaru,Forester,"Touring *HEATED SEATS, ADAPTIVE CRUISE CONTROL*",3,27521,No change noted,First seen this week,0,27521,27521,0,0,85853,2.5L,Gasoline,Accident reported,N/A,GO AUTO OUTLET SOUTH,Dealer,"2262 Sparrow Dr, Nisku, AB, T9E 8A2","Nisku, AB",130,address,927565de-8663-4732-a641-cf61c23f9524,https://www.autotrader.ca/offers/subaru-forester-touring-heated-seats-adaptive-cruise-control-gasoline-white-cat_ma67gr201384tr15027-927565de-8663-4732-a641-cf61c23f9524,0.49566021840403496,AutoTrader
2,2020,Subaru,Forester,Touring | HEATED SEATS | SUNROOF | BACK UP CAMERA,3,26995,No change noted,Unchanged for 1 weeks,1,26995,26995,0,0,100586,2.5L,Gasoline,Accident reported,N/A,Subaru Calgary,Dealer,"1100 Meridian Rd. N.E., CALGARY, AB, T2A 2N9","CALGARY, AB",149,city_center,300a006e-8d86-464e-b329-2ecb15128525,https://www.autotrader.ca/offers/subaru-forester-touring-heated-seats-sunroof-back-up-camera-gasoline-white-cat_ma67gr201384tr15027-300a006e-8d86-464e-b329-2ecb15128525,0.511022176872108,AutoTrader
3,2023,Subaru,Forester,TOURING AWD PANORAMIC SUNROOF HEATED WHEEL,3,31977,No change noted,Unchanged for 5 weeks,5,31977,31977,0,0,56618,2.5L,Gasoline,Unknown,N/A,Go Auto Sherwood Park,Dealer,"2335 Broadmoor Blvd, Sherwood Park, AB, T8H 1N1","Sherwood Park, AB",166,address,30aa9e1f-c0de-460f-961f-68130c90f471,https://www.autotrader.ca/offers/subaru-forester-touring-awd-panoramic-sunroof-heated-wheel-gasoline-cat_ma67gr201384tr15027-30aa9e1f-c0de-460f-961f-68130c90f471,0.5240727664104788,AutoTrader
4,2020,Subaru,Forester,2.5i Convenience,1,16750,No change noted,First seen this week,0,16750,16750,0,0,125476,Unknown,Gasoline,Unknown,N/A,PCL Auto,Dealer,"12205 66 St NW, Edmonton, AB, T5B 1K1","Edmonton, AB",147,address,7eae7d81-765c-40e3-a00f-530874be1fd9,https://www.autotrader.ca/offers/subaru-forester-2-5i-convenience-gasoline-blue-cat_ma67gr201384tr15009-7eae7d81-765c-40e3-a00f-530874be1fd9,0.5573804150097259,AutoTrader
5,2024,Subaru,Forester,Touring,3,34384,No change noted,Down $726 over 5 weeks,5,35110,34374,10,-726,61159,2.5L,Gasoline,Unknown,N/A,Capital Chevrolet Buick GMC Calgary,Dealer,"13103 Lake Fraser Drive South East, Calgary, AB, T2J3H5","Calgary, AB",149,city_center,2b2d9ad1-a84f-4226-80f1-62a6d1159c98,https://www.autotrader.ca/offers/subaru-forester-touring-gasoline-silver-cat_ma67gr201384tr15027-2b2d9ad1-a84f-4226-80f1-62a6d1159c98,0.5582747700108461,AutoTrader
6,2019,Subaru,Forester,"SPORT, 2.5L H-4 ENG, HEATED FRONT SEATS, DUAL-ZONE",2,24687,No change noted,Down $201 over 1 weeks,1,24888,24888,-201,-201,105739,2.5L,Gasoline,Unknown,N/A,Team Ford,Dealer,"3304 - 91 St., EDMONTON, AB, T6N 1C1","EDMONTON, AB",142,address,b1fc32f5-5925-4201-981e-44a01ea7639d,https://www.autotrader.ca/offers/subaru-forester-sport-2-5l-h-4-eng-heated-front-seats-dual-zone-gasoline-white-cat_ma67gr201384tr7238-b1fc32f5-5925-4201-981e-44a01ea7639d,0.5608543310317236,AutoTrader
7,2023,Subaru,Forester,"WILDERNESS; LEATHER, AWD, SUNROOF, 3M, WINTER/SUMM",3,37997,No change noted,First seen this week,0,37997,37997,0,0,26266,2.5L,Gasoline,Unknown,N/A,Toyota on the Trail,Dealer,"5210 Calgary Trail NW, Edmonton, AB, T6H 4J8","Edmonton, AB",147,address,0395a03e-801a-4b00-aa64-875eba7f9b95,https://www.autotrader.ca/offers/subaru-forester-wilderness-leather-awd-sunroof-3m-winter-summ-gasoline-black-cat_ma67gr201384tr15028-0395a03e-801a-4b00-aa64-875eba7f9b95,0.5612069081711859,AutoTrader
8,2021,Subaru,Forester,Sport  - Certified - Sunroof,2,28999,No change noted,First seen this week,0,28999,28999,0,0,84976,2.5L,Gasoline,Accident reported,N/A,Rally Subaru,Dealer,"5220 Gateway Boulevard NW, Edmonton, AB, T6H 4J7","Edmonton, AB",147,address,5810d62b-0353-453c-9b5d-813839ee0330,https://www.autotrader.ca/offers/subaru-forester-sport-certified-sunroof-gasoline-black-cat_ma67gr201384tr7238-5810d62b-0353-453c-9b5d-813839ee0330,0.5922252606529326,AutoTrader
9,2020,Subaru,Forester,Limited,2,24995,No change noted,"Down $1,000 over 6 weeks",6,25995,24995,0,-1000,130400,2.5L,Gasoline,Unknown,N/A,Double L Motors,Dealer,"1509 - 9 Avenue SE, Calgary, AB, T2G0T6","Calgary, AB",149,address,a9a1b340-af10-4bbf-ac12-76dba7e09ea1,https://www.autotrader.ca/offers/subaru-forester-limited-gasoline-black-cat_ma67gr201384tr15021-a9a1b340-af10-4bbf-ac12-76dba7e09ea1,0.5974973694090332,AutoTrader
10,2019,Subaru,Forester,Convenience,1,24500,No change noted,Up $500 over 2 weeks,2,24000,24000,500,500,80773,2.5L,Gasoline,Unknown,N/A,Subaru City,Dealer,"17708-111 Ave. NW, Edmonton, AB, T5S 1P5","Edmonton, AB",158,address,d3dbde32-16c0-4f6f-8bb4-3fa308258fd3,https://www.autotrader.ca/offers/subaru-forester-convenience-gasoline-black-cat_ma67gr201384tr15009-d3dbde32-16c0-4f6f-8bb4-3fa308258fd3,0.6047839857024965,AutoTrader
