rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2019,Ford,F 350,Limited,3,35500,No change noted,"Down $1,500 over 2 weeks",2,37000,37000,-1500,-1500,306200,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,,"Calgary, AB",149,city_center,4b0d4ae3-fd0a-485e-ae18-dac4e18608ca,https://www.autotrader.ca/offers/ford-f-350-super-duty-limited-diesel-white-cat_ma29gr18389-4b0d4ae3-fd0a-485e-ae18-dac4e18608ca,0.49460898809469656,AutoTrader
2,2018,Ford,F 350,Lariat  - Leather Seats,3,44999,No change noted,"Down $2,996 over 8 weeks",8,47995,44999,0,-2996,218912,6.7L,Diesel,Unknown,N/A,Legacy Dodge Claresholm,Dealer,"5202 - 1st Street W, Claresholm, AB, T0L0T0","Claresholm, AB",274,city_center,0c01c467-a610-4bcf-bb47-62b73f38067e,https://www.autotrader.ca/offers/ford-f-350-super-duty-lariat-leather-seats-diesel-cat_ma29gr18389tr11371-0c01c467-a610-4bcf-bb47-62b73f38067e,0.5491069863299117,AutoTrader
3,2019,Ford,F 350,XLT SRW DIESEL 4X4 | 8 Foot Box | Back Up Camera |,2,33988,No change noted,First seen this week,0,33988,33988,0,0,328909,6.7L,Diesel,Unknown,N/A,Macleod Trail Toyota,Dealer,"3640 Macleod Trail South, CALGARY, AB, T2G2P9","CALGARY, AB",149,city_center,91ac624a-7b92-4a5b-bcf5-1f98ee29076c,https://www.autotrader.ca/offers/ford-f-350-super-duty-xlt-srw-diesel-4x4-8-foot-box-back-up-camera-diesel-grey-cat_ma29gr18389-91ac624a-7b92-4a5b-bcf5-1f98ee29076c,0.5696388524511834,AutoTrader
4,2016,Ford,F 350,Dually  Lariat,3,43995,No change noted,Unchanged for 4 weeks,4,43995,43995,0,0,217000,6.7L,Diesel,Unknown,N/A,Start N Go Auto,Dealer,"1710 Idylwyld Dr N, Saskatoon, SK, S7L 1B3","Saskatoon, SK",539,address,757fd207-9be0-4a9f-bb9d-5fc594a4ba80,https://www.autotrader.ca/offers/ford-f-350-super-duty-dually-lariat-diesel-black-cat_ma29gr18389tr11371-757fd207-9be0-4a9f-bb9d-5fc594a4ba80,0.5903137250239933,AutoTrader
5,2022,Ford,F 350,XLT PREMIUM FX4 6.7L DIESEL,3,59990,No change noted,Down $5 over 2 weeks,2,59995,59990,0,-5,59505,6.7L,Diesel,Accident reported,N/A,Boundary Ford Sales,Dealer,"2502-50th Avenue, Lloydminster, SK, T9V2S3","Lloydminster, SK",368,city_center,45a24483-4bd3-44ac-9663-f2d729bb726b,https://www.autotrader.ca/offers/ford-f-350-super-duty-xlt-premium-fx4-6-7l-diesel-diesel-white-cat_ma29gr18389tr11376-45a24483-4bd3-44ac-9663-f2d729bb726b,0.6033383916953362,AutoTrader
6,2022,Ford,F 350,XLT CrewCab 176 | Tow Pkg | SYNC 3 | Upfitter Swit,2,55000,No change noted,"Down $3,000 over 3 weeks",3,58000,55000,0,-3000,102000,6.7L,Diesel,Unknown,N/A,Waterloo Ford,Dealer,"11420 - 107 Ave, Edmonton, AB, T5H 0Y5","Edmonton, AB",156,address,7be24c55-1770-40d3-a558-4691a6779b15,https://www.autotrader.ca/offers/ford-f-350-super-duty-xlt-crewcab-176-tow-pkg-sync-3-upfitter-swit-diesel-white-cat_ma29gr18389tr11376-7be24c55-1770-40d3-a558-4691a6779b15,0.619879273699471,AutoTrader
7,2019,Ford,F 350,LARIAT ULTIMATE FX4 | QUAD BEAMS | NAV | REM START,3,54995,No change noted,Down $5 over 1 weeks,1,55000,55000,-5,-5,178867,6.7L,Diesel,Unknown,N/A,Boundary Ford Sales,Dealer,"2502-50th Avenue, Lloydminster, SK, T9V2S3","Lloydminster, SK",368,city_center,df5009b2-d956-4e13-9ca1-5e27c1dbb886,https://www.autotrader.ca/offers/ford-f-350-super-duty-lariat-ultimate-fx4-quad-beams-nav-rem-start-diesel-black-cat_ma29gr18389-df5009b2-d956-4e13-9ca1-5e27c1dbb886,0.628098313141698,AutoTrader
8,2020,Ford,F 350,PLATINUM SUPER DUTY | 6.7 POWERSTROKE | 4X4,3,59999,"Reduced from $ 61,999,-",First seen this week,0,59999,59999,0,0,192915,6.7L,Diesel,Unknown,N/A,Big 4 Motors Chrysler Dodge Jeep Ram,Dealer,"5905 Weaselhead Rd, CALGARY, AB, T3T 0E5","CALGARY, AB",169,address,e1f49dc2-f041-42a6-a794-b977b9555c8d,https://www.autotrader.ca/offers/ford-f-350-super-duty-platinum-super-duty-6-7-powerstroke-4x4-diesel-cat_ma29gr18389-e1f49dc2-f041-42a6-a794-b977b9555c8d,0.639586612687197,AutoTrader
9,2017,Ford,F 350,XLT | 176 | Diesel | Bedliner | Backup Camera,2,43999,No change noted,Up $4 over 2 weeks,2,43995,43957,42,4,100355,6.7L,Diesel,Unknown,N/A,Prince George Ford,Dealer,"1331 Central Street, Prince George, BC, V2M 3E2","Prince George, BC",785,city_center,4faf70de-6eec-487c-a555-d8b190f70f4c,https://www.autotrader.ca/offers/ford-f-350-super-duty-xlt-176-diesel-bedliner-backup-camera-diesel-grey-cat_ma29gr18389-4faf70de-6eec-487c-a555-d8b190f70f4c,0.6474789281978195,AutoTrader
10,2020,Ford,F 350,Lariat,3,58000,No change noted,Unchanged for 2 weeks,2,58000,58000,0,0,230000,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,,"PICTURE BUTTE, AB",345,city_center,66023948-9856-408f-9d89-ef3af203b41e,https://www.autotrader.ca/offers/ford-f-350-super-duty-lariat-diesel-blue-cat_ma29gr18389-66023948-9856-408f-9d89-ef3af203b41e,0.6771841554616443,AutoTrader
11,2022,Ford,F 350,LARIAT 4x4 Diesel 6.7L Powerstroke,3,53995,No change noted,Unchanged for 1 weeks,1,53995,53995,0,0,251000,6.7L,Diesel,Unknown,N/A,Start N Go Auto,Dealer,"1710 Idylwyld Dr N, Saskatoon, SK, S7L 1B3","Saskatoon, SK",539,address,ccd00ec6-14e6-4dce-a6df-e8e395126613,https://www.autotrader.ca/offers/ford-f-350-super-duty-lariat-4x4-diesel-6-7l-powerstroke-diesel-black-cat_ma29gr18389tr11371-ccd00ec6-14e6-4dce-a6df-e8e395126613,0.6925582419868572,AutoTrader
12,2018,Ford,F 350,CREWCAB,1,44998,No change noted,Unchanged for 7 weeks,7,44998,44998,0,0,185000,6.7L,Diesel,Unknown,N/A,Cypress Motors MC,Dealer,"214 Jasper Street, MAPLE CREEK, SK, S0N 1N0","MAPLE CREEK, SK",509,address,30c37942-bd64-4fe3-98b4-9c82ef87c7d6,https://www.autotrader.ca/offers/ford-f-350-super-duty-crewcab-diesel-white-cat_ma29gr18389-30c37942-bd64-4fe3-98b4-9c82ef87c7d6,0.7251422597370124,AutoTrader
13,2018,Ford,F 350,,1,36998,No change noted,First seen this week,0,36998,36998,0,0,359602,6.7L,Diesel,Unknown,N/A,Cypress Motors MC,Dealer,"214 Jasper Street, MAPLE CREEK, SK, S0N 1N0","MAPLE CREEK, SK",509,address,e3b5ceae-6e6f-44b1-8aa9-008124b91121,https://www.autotrader.ca/offers/ford-f-350-super-duty-diesel-cat_ma29gr18389-e3b5ceae-6e6f-44b1-8aa9-008124b91121,0.755582951860238,AutoTrader
14,2022,Ford,F 350,Lariat | 4WD | Diesel | Nav | Remote Start,3,59995,No change noted,Up $95 over 1 weeks,1,59900,59900,95,95,195120,6.7L,Diesel,Unknown,N/A,Subaru of Prince George,Dealer,"105 Brunswick St, Prince George, BC, V2L 2B2","Prince George, BC",784,address,6158fca0-ee78-4abd-9688-15d56a5ea48b,https://www.autotrader.ca/offers/ford-f-350-super-duty-lariat-4wd-diesel-nav-remote-start-diesel-grey-cat_ma29gr18389-6158fca0-ee78-4abd-9688-15d56a5ea48b,0.7582955581696506,AutoTrader
15,2019,Ford,F 350,,1,52998,No change noted,Unchanged for 5 weeks,5,52998,52998,0,0,192000,6.7L,Diesel,Unknown,N/A,Cypress Motors MC,Dealer,"214 Jasper Street, MAPLE CREEK, SK, S0N 1N0","MAPLE CREEK, SK",509,address,fa35b649-c62f-4da4-9703-aad5b99bf5bc,https://www.autotrader.ca/offers/ford-f-350-super-duty-diesel-cat_ma29gr18389-fa35b649-c62f-4da4-9703-aad5b99bf5bc,0.7957032305633812,AutoTrader
