rank,year,make,model,trim,trim_tier,price,price_history,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2015,Ford,F 350,LARIAT,3,25970,"Reduced from $ 29,961,-",212007,6.7L,Diesel,No accidents reported,N/A,Legacy Dodge Chrysler Jeep Ram,Dealer,"324 Gregoire Drive, FORT MCMURRAY, AB, T9H3R2","FORT MCMURRAY, AB",587,address,c57baf22-81c9-4cb6-b00b-5e0fda6c52e3,https://www.autotrader.ca/offers/ford-f-350-lariat-diesel-black-c57baf22-81c9-4cb6-b00b-5e0fda6c52e3,0.46303405634998157,AutoTrader
2,2015,Ford,F 350,LARIAT | 6.7L DIESEL | CREW CAB | 4X4,3,31900,No change noted,281981,6.7L,Diesel,Unknown,N/A,Stampede Auto,Dealer,"2520 Centre Ave, Calgary, AB, T2A 2L2","Calgary, AB",147,address,7ed630d0-56dd-4703-a19d-c2fab5ad6e14,https://www.autotrader.ca/offers/ford-f-350-lariat--6-7l-diesel--crew-cab--4x4-diesel-white-7ed630d0-56dd-4703-a19d-c2fab5ad6e14,0.4744965134198966,AutoTrader
3,2018,Ford,F 350,Platinum 4WD Crew Cab 6.75' Box,3,40500,No change noted,319482,6.7L,Diesel,Unknown,N/A,Mr. Motors,Dealer,"747445 50th Ave, Red Deer, AB, T4P1M5","Red Deer, AB",1,city_center,87ef6be5-e9e4-4b6e-82b4-1f417d058cf0,https://www.autotrader.ca/offers/ford-f-350-platinum-4wd-crew-cab-6-75-box-diesel-white-87ef6be5-e9e4-4b6e-82b4-1f417d058cf0,0.5434546183135756,AutoTrader
4,2019,Ford,F 350,Lariat 8' Box LEATHER NAV,3,47995,No change noted,194064,6.7L,Diesel,Unknown,N/A,Auto Hub,Dealer,"9232 Horton Road SW, Calgary, AB, T2V2X4","Calgary, AB",158,address,73c989be-1c41-4aba-8765-17cfe967e503,https://www.autotrader.ca/offers/ford-f-350-lariat-8-box-leather-nav-diesel-black-73c989be-1c41-4aba-8765-17cfe967e503,0.5579411805556612,AutoTrader
5,2021,Ford,F 350,XLT,2,44588,No change noted,181137,6.7L,Diesel,Unknown,N/A,MGM Ford Lincoln Sales,Dealer,"3010 - 50th Avenue, RED DEER, AB, T4R1M5","RED DEER, AB",1,city_center,3b1df4a3-5711-4219-831d-2e3f8c92eb4c,https://www.autotrader.ca/offers/ford-f-350-xlt-diesel-black-3b1df4a3-5711-4219-831d-2e3f8c92eb4c,0.5664975660797797,AutoTrader
6,2020,Ford,F 350,XLT FX4 Crew 4x4 Diesel Rear Camera Trailer Tow Fr,3,55698,No change noted,104589,6.7L,Diesel,Accident reported,N/A,Parkland Chrysler Dodge Jeep Ram,Dealer,"200 St. Matthews Ave, SPRUCE GROVE, AB, T7X3A6","SPRUCE GROVE, AB",172,address,180b0ec3-675b-4e1f-86fa-4e6bfbf7ed3d,https://www.autotrader.ca/offers/ford-f-350-xlt-fx4-crew-4x4-diesel-rear-camera-trailer-tow-fr-diesel-white-180b0ec3-675b-4e1f-86fa-4e6bfbf7ed3d,0.5698454343014127,AutoTrader
7,2022,Ford,F 350,XLT FX4 6.7L Powerstroke | Heated Seats,3,55980,No change noted,149133,6.7L,Diesel,Unknown,N/A,Sherwood Park Chevrolet,Dealer,"500 Premier Way, SHERWOOD PARK, AB, T8H0R5","SHERWOOD PARK, AB",164,address,872b20c5-35ea-426c-95cd-fece602381c9,https://www.autotrader.ca/offers/ford-f-350-xlt-fx4-6-7l-powerstroke--heated-seats-diesel-blue-872b20c5-35ea-426c-95cd-fece602381c9,0.5986188506208305,AutoTrader
8,2022,Ford,F 350,Lariat   - NO FEES!,3,49990,No change noted,241122,6.7L,Diesel,Unknown,N/A,Xtreme Auto and Truck Sales Ltd Barlow,Dealer,"540 Meridian Rd NE, Calgary, AB, T2A 2N7","Calgary, AB",146,address,045b955f-7432-4fa3-b645-c7e1719f59d1,https://www.autotrader.ca/offers/ford-f-350-lariat-no-fees-diesel-silver-045b955f-7432-4fa3-b645-c7e1719f59d1,0.6020563736059432,AutoTrader
9,2021,Ford,F 350,LARIAT LEATHER NAV PANO 5TH WHEEL PREP 8' BOX,3,54995,"Reduced from $ 57,900,-",176373,6.7L,Diesel,Unknown,N/A,Auto Hub,Dealer,"9232 Horton Road SW, Calgary, AB, T2V2X4","Calgary, AB",158,address,19d5d1f0-2beb-47df-bd3e-54d44ec032d7,https://www.autotrader.ca/offers/ford-f-350-lariat-leather-nav-pano-5th-wheel-prep-8-box-diesel-white-19d5d1f0-2beb-47df-bd3e-54d44ec032d7,0.6061964568741122,AutoTrader
10,2018,Ford,F 350,XLT // NO ACCIDENTS // DELETED,2,25997,No change noted,317950,6.7L,Diesel,No accidents reported,N/A,Rivershore Chrysler Dodge Jeep,Dealer,"2477 Trans-Canada Hwy, Kamloops, BC, V2C4A9","Kamloops, BC",751,address,b9249fc6-2d12-452b-8911-9bd123f97fb7,https://www.autotrader.ca/offers/ford-f-350-xlt-no-accidents-deleted-diesel-grey-b9249fc6-2d12-452b-8911-9bd123f97fb7,0.635373119851876,AutoTrader
